Y,Horizon,Loss,Depth,Pooled RMSE,Pooled MAE,Pooled R2,Pooled Hit,RW RMSE,RW MAE,Skill%,MAE Skill%,DM stat (RW),DM p (RW),DM stat (OLS),DM p (OLS),n_obs,n_indep
Y 0w ∆ Salmon (NOK/KG),0w,MAE,4,0.06005151137064797,0.04516289017104886,0.20285526306646195,0.6731141199226306,0.06726353179183285,0.05112425152822379,10.722036487029307,11.660535223452385,9.612747164521723,2.5930408428051006e-21,,,1034,1034.0
Y 1w ∆ Salmon (NOK/KG),1w,MAE,2,0.08823043319159415,0.06854241145526786,0.2181663698171512,0.6634429400386848,0.09979322046133353,0.07718478862637443,11.586746290264838,11.1969953211136,8.831058734207915,2.183807486614488e-18,,,1034,1034.0
Y 2w ∆ Salmon (NOK/KG),2w,MAE,2,0.09901892522659353,0.07716529065670229,0.25974927485291055,0.6824782187802517,0.11510577520667756,0.09007216817025997,13.975710559439236,14.329484651863055,7.857990251666949,4.88387471157173e-15,,,1033,516.5
Y 1m ∆ Salmon (NOK/KG),1m,MAE,5,0.11980504526467815,0.09371858441209477,0.25854223255797126,0.6876818622696411,0.13918176883133462,0.10874459559782004,13.921883397054591,13.817708460011502,8.080584528245186,8.9698535287255e-16,-1.7698314157258865,0.9614744794587035,1031,257.8
Y 3m ∆ Salmon (NOK/KG),3m,MAE,3,0.18872872711424493,0.1512407126337601,0.3348163280047096,0.7465753424657534,0.23167058031470159,0.1864914702106489,18.535738608728124,18.902075004863118,5.5580024914346025,1.7410290939534264e-08,-1.4961577594020046,0.932539056700247,1022,78.6
Y 6m ∆ Salmon (NOK/KG),6m,MAE,2,0.21695002738156993,0.17324773547639755,0.40797644332903893,0.7621407333994054,0.28312595605977253,0.22966477935905294,23.373317515343516,24.56495246685353,5.0616813450139615,2.4689726990303465e-07,-1.585207674135049,0.9433813891782525,1009,38.8
Y 12m ∆ Salmon (NOK/KG),12m,MAE,2,0.2700577679909009,0.21024974095867732,-0.09124307691581968,0.5971515768056969,0.2634165420339155,0.21326791461047684,-2.5211878896088225,1.4152028716143517,-0.40566383617259383,0.6574610067317346,-2.247666063175677,0.9875859166933691,983,18.9
