Horizon,Feature,Importance
12m,FWD 12m,0.0266187646202552
12m,Meat CPI (EU) Monthly,0.014924916198958785
12m,NIBOR 3m,0.012262103174195838
12m,Lice Outbreak 3m,0.00936705364036005
12m,∆ Fishmeal 12m Monthly,0.00871673074448622
12m,Soybean FWD Slope,0.0073833996090832636
12m,∆ Shrimp Price (Global) 12m Monthly,0.006597965494816089
12m,ISA Outbreak,0.006458511210856928
12m,ISA Outbreak 1m,0.006350385508069063
12m,RVol 52w,0.006292436613003542
12m,FWD 1m,0.004910092089309779
12m,Soybean FWD Curvature,0.00488434862682858
12m,Spread (FP - SSB),0.004560046238972527
12m,∆ Total Biomass Monthly,0.00446044074638139
12m,∆ Fishmeal 3m Monthly,0.004026579034764919
12m,Harvest Intensity 1m Monthly,0.0037197488534627585
12m,Sea Temp 12m Avg,0.0037027253236750555
12m,∆ EURNOK 12m,0.003692709769184472
12m,Lice Outbreak 1m,0.0036739979511544044
12m,FWD 3m,0.003640219801627982
12m,FWD Slope,0.0035371417490582006
12m,∆ EURNOK 3m,0.0033260478800526635
12m,Lice Outbreak,0.0032702766345895167
12m,YOY Avg Weight (KG) Monthly,0.0032579734981690823
12m,∆ Shrimp Price (Global) 6m Monthly,0.0029898820720416033
12m,Harvest Intensity 3m Monthly,0.002778280387074061
12m,Loss Rate 1m Monthly,0.0025625387845185834
12m,RVol 13w,0.00254938942573559
12m,FWD 6m,0.0023978873696092902
12m,CPI NO Monthly,0.002094940038312136
12m,Loss Rate 6m Monthly,0.001953166248272027
12m,Smolt Release 6m Monthly,0.0018679464524063904
12m,Smolt Release 18m Monthly,0.0018510461313720487
12m,∆ EURNOK 6m,0.0016481098933121068
12m,∆ Salmon (NOK/KG) 3m,0.0014211155838656276
12m,∆ Pig Price (EU) 6m,0.001390117099516983
12m,∆ Salmon (NOK/KG) 12m,0.0013703158456836858
12m,Smolt Release 4m Monthly,0.0013001679646189339
12m,Sea Temp,0.0012476783504123696
12m,∆ Salmon (NOK/KG) 1m,0.0011609646777780635
12m,∆ Pig Price (EU) 12m,0.0011438118751482867
12m,∆ Broiler Price (EU) 12m,0.0011122663959588041
12m,Smolt Release 17m Monthly,0.001098127422119641
12m,ISA Outbreak 3m,0.0010648899625046984
12m,RVol 4w,0.0010522984630515163
12m,∆YOY Total Biomass Monthly,0.0010219831678700084
12m,Smolt Release 11m Monthly,0.0009949653723220027
12m,∆ Salmon (NOK/KG) 2w,0.0009411281365714284
12m,Brent FWD Slope,0.0009364030688065533
12m,∆ Salmon (NOK/KG) 6m,0.0008854662420550466
12m,∆ Broiler Price (EU) 1m,0.0008767694739862712
12m,Smolt Release 16m Monthly,0.0007585652788922963
12m,∆ Fishmeal 1m Monthly,0.0007339607966014516
12m,∆ Broiler Price (EU) 1w,0.0006768384553636063
12m,Loss Rate 3m Monthly,0.000671907551439163
12m,∆ Shrimp Price (Global) 3m Monthly,0.0006564614670274585
12m,Acc 1w,0.0006371559372570954
12m,Smolt Release 15m Monthly,0.0006076910773820056
12m,Smolt Release 13m Monthly,0.0005883395745602715
12m,∆ Broiler Price (EU) 2w,0.0005647847550189239
12m,Avg Weight (KG) Monthly,0.0005581623414438222
12m,∆ Pig Price (EU) 1w,0.000504085648681087
12m,Smolt Release 7m Monthly,0.0005004857275073942
12m,∆ Fishmeal 6m Monthly,0.0004878279024551949
12m,Smolt Release 5m Monthly,0.00046554007879032796
12m,Smolt Release 14m Monthly,0.0004637949883931988
12m,Smolt Release 12m Monthly,0.00041967143204325603
12m,∆ Pig Price (EU) 1m,0.0003716585841076794
12m,FWD Curvature,0.0003061061278675763
12m,Smolt Release 10m Monthly,0.00029069540306211905
12m,∆ FWD 1m,0.00028762677990414525
12m,Brent FWD Curvature,0.00026378232055955243
12m,∆ Shrimp Price (Global) 1m Monthly,0.00022985897438268412
12m,∆ Broiler Price (EU) 6m,0.00022170968526181257
12m,∆ EURNOK 1m,0.00020525672858111226
12m,∆ FWD 3m,0.00017152652281193561
12m,Smolt Release 8m Monthly,0.00016018355038394653
12m,Smolt Release 2m Monthly,0.0001541135806743979
12m,Acc 1m,0.00015159656506862475
12m,∆ Pig Price (EU) 2w,0.0001323959559227564
12m,∆ Export Volume 1m,0.00012733475442614948
12m,∆ Spread (FP - SSB),8.815555144278843e-05
12m,∆ Export Volume 2w,5.91692934159783e-05
12m,∆ Chilean Exports 1m,5.7841392274330664e-05
12m,∆ FWD 6m,4.5040706270255024e-05
12m,∆ Salmon (NOK/KG) 1w,3.616557882861307e-05
12m,∆ EURNOK 1w,3.4069391906830104e-05
12m,Smolt Release 9m Monthly,3.264254042890453e-05
12m,∆ Chilean Exports 1w,3.227601234498812e-05
12m,∆ EURNOK 2w,3.156119690743739e-05
12m,∆ Pig Price (EU) 3m,2.9787122896836406e-05
12m,Smolt Release 3m Monthly,2.841644922029681e-05
12m,∆ Chilean Exports 2w,1.998243565859674e-05
12m,∆ EURNOK,1.984012790016295e-05
12m,∆ FWD 12m,1.357023799702878e-05
12m,∆ Pig Price (EU),1.2661068509684275e-05
12m,∆ Chilean Exports 3m,0.0
12m,∆ Export Volume 1w,0.0
12m,∆ Broiler Price (EU) 3m,0.0
12m,Month_01,0.0
12m,Month_02,0.0
12m,Month_03,0.0
12m,Month_04,0.0
12m,Month_05,0.0
12m,Month_06,0.0
12m,Month_07,0.0
12m,Month_08,0.0
12m,Month_09,0.0
12m,Month_10,0.0
12m,Month_11,0.0
