Horizon,Feature,Importance
1w,FWD 1m,0.02759181164056986
1w,∆ Broiler Price (EU) 2w,0.0036296020260102
1w,∆ Total Biomass Monthly,0.0030369842498518145
1w,∆ FWD 1m,0.002862896085816812
1w,FWD 12m,0.0023447916682520125
1w,FWD 3m,0.002150070586160142
1w,∆ Export Volume 1m,0.0017494127401265047
1w,Harvest Intensity 1m Monthly,0.0015780335577844711
1w,Smolt Release 10m Monthly,0.0014389529405969463
1w,∆ Broiler Price (EU) 1m,0.0014378624239470268
1w,∆ Shrimp Price (Global) 1m Monthly,0.0012598515338996658
1w,∆YOY Total Biomass Monthly,0.0012228010991632372
1w,Smolt Release 8m Monthly,0.0011669953720730055
1w,Sea Temp,0.001121314205811348
1w,∆ Salmon (NOK/KG) 2w,0.0010386398586683004
1w,Acc 1w,0.0010084554983772467
1w,∆ FWD 3m,0.0009320637434205829
1w,∆ Pig Price (EU) 1w,0.0009006758304053562
1w,∆ Fishmeal 12m Monthly,0.0008794264602436169
1w,FWD 6m,0.0008286897105010218
1w,Loss Rate 1m Monthly,0.000786612729662903
1w,YOY Avg Weight (KG) Monthly,0.0007700454633296313
1w,Smolt Release 16m Monthly,0.000766765641964032
1w,Brent FWD Curvature,0.0007353610141825211
1w,∆ EURNOK,0.0006950427539613489
1w,Brent FWD Slope,0.0006944437917997923
1w,∆ Broiler Price (EU) 1w,0.0006902218569016137
1w,∆ Salmon (NOK/KG) 3m,0.0006804398695214553
1w,∆ EURNOK 1w,0.0006768744971699731
1w,Avg Weight (KG) Monthly,0.0006569779964871005
1w,ISA Outbreak 3m,0.0005953499141437759
1w,Loss Rate 3m Monthly,0.0005918075054929905
1w,RVol 52w,0.0005872764681730903
1w,FWD Slope,0.0005870910726307754
1w,Smolt Release 18m Monthly,0.0005545559953830185
1w,∆ Export Volume 1w,0.0005545157529210593
1w,Smolt Release 9m Monthly,0.0005222548293460388
1w,∆ Spread (FP - SSB),0.0005109804989601335
1w,Lice Outbreak 1m,0.0004945180062961838
1w,∆ Pig Price (EU) 1m,0.00047433148636355976
1w,∆ FWD 6m,0.0004702253307588429
1w,RVol 4w,0.00046474256335371587
1w,Smolt Release 5m Monthly,0.0004584437671744589
1w,FWD Curvature,0.0004336723172355053
1w,Smolt Release 17m Monthly,0.00042877157028010547
1w,∆ Fishmeal 1m Monthly,0.00042064669529420215
1w,Smolt Release 4m Monthly,0.00040956611203137017
1w,∆ Pig Price (EU),0.0003969502701494404
1w,Smolt Release 6m Monthly,0.0003943073441626226
1w,Smolt Release 14m Monthly,0.00038056709887229854
1w,Lice Outbreak,0.00037799697108842724
1w,Smolt Release 2m Monthly,0.00037578819261361755
1w,Harvest Intensity 3m Monthly,0.0003687452708826041
1w,∆ Salmon (NOK/KG) 6m,0.00033876832050804397
1w,∆ Salmon (NOK/KG) 12m,0.00033418725343384927
1w,Smolt Release 7m Monthly,0.00032456102113124385
1w,∆ Chilean Exports 1m,0.0003069855662397395
1w,Soybean FWD Slope,0.00029102506761914947
1w,Smolt Release 13m Monthly,0.0002889829223653706
1w,∆ EURNOK 2w,0.0002745883129648656
1w,∆ Export Volume 2w,0.00027304597213437677
1w,∆ EURNOK 1m,0.0002643253930941193
1w,∆ Broiler Price (EU) 6m,0.0002630542929682987
1w,Loss Rate 6m Monthly,0.00024128809122296835
1w,∆ Pig Price (EU) 3m,0.0002369855936847939
1w,Acc 1m,0.00022153578447073381
1w,Spread (FP - SSB),0.00022106949699872804
1w,Lice Outbreak 3m,0.00021878730995621086
1w,Smolt Release 12m Monthly,0.00021019192136700936
1w,NIBOR 3m,0.00019967941647399147
1w,CPI NO Monthly,0.00019610942184217738
1w,∆ EURNOK 12m,0.00019023035816774253
1w,∆ FWD 12m,0.00018841008220343966
1w,ISA Outbreak,0.00018240331857774145
1w,Soybean FWD Curvature,0.00018003174692051698
1w,RVol 13w,0.00017033947202224723
1w,∆ Pig Price (EU) 2w,0.00016959809415864868
1w,Meat CPI (EU) Monthly,0.00016523583294419405
1w,Smolt Release 11m Monthly,0.00016185657837186021
1w,Smolt Release 3m Monthly,0.00015932077061140036
1w,∆ Shrimp Price (Global) 12m Monthly,0.0001542781892928036
1w,∆ Salmon (NOK/KG) 1m,0.00014835153998475292
1w,∆ Fishmeal 3m Monthly,0.00014748997615724596
1w,∆ Pig Price (EU) 12m,0.00013540810257077422
1w,∆ Shrimp Price (Global) 3m Monthly,0.0001329664572446079
1w,∆ Shrimp Price (Global) 6m Monthly,0.00013117190808458815
1w,∆ Chilean Exports 2w,0.0001207470450123471
1w,∆ EURNOK 3m,0.0001172102354390501
1w,∆ Fishmeal 6m Monthly,0.00011302342843647466
1w,Month_02,0.00011281915893010594
1w,∆ Pig Price (EU) 6m,0.0001099228198069711
1w,Smolt Release 15m Monthly,0.00010003860712828639
1w,∆ Chilean Exports 1w,9.336833771323222e-05
1w,∆ EURNOK 6m,7.815845800552255e-05
1w,∆ Salmon (NOK/KG) 1w,6.821287064771084e-05
1w,∆ Broiler Price (EU) 3m,6.485196570860799e-05
1w,∆ Broiler Price (EU) 12m,5.440904288109573e-05
1w,∆ Chilean Exports 3m,5.049388114807159e-05
1w,ISA Outbreak 1m,4.753428248002874e-05
1w,Month_01,4.023866795067521e-05
1w,Sea Temp 12m Avg,2.8788095971024767e-05
1w,Month_07,1.6008917615169565e-05
1w,Month_09,1.5350311286819855e-05
1w,Month_03,0.0
1w,Month_04,0.0
1w,Month_05,0.0
1w,Month_06,0.0
1w,Month_08,0.0
1w,Month_10,0.0
1w,Month_11,0.0
