Horizon,Feature,Importance
1m,FWD 1m,0.026139578877530784
1m,FWD 3m,0.005567972668259771
1m,Sea Temp,0.00499014764776809
1m,FWD 12m,0.004792801394134509
1m,Smolt Release 4m Monthly,0.0040975217910402244
1m,Smolt Release 16m Monthly,0.0029730064234227125
1m,Smolt Release 5m Monthly,0.0025754848782991325
1m,Smolt Release 17m Monthly,0.002572183852534368
1m,Smolt Release 15m Monthly,0.002446103200509665
1m,Smolt Release 8m Monthly,0.0024074115425974335
1m,Smolt Release 10m Monthly,0.002148553631669854
1m,Smolt Release 3m Monthly,0.0020773633235065007
1m,Harvest Intensity 1m Monthly,0.0020176243928901826
1m,Avg Weight (KG) Monthly,0.0019084308919208905
1m,∆YOY Total Biomass Monthly,0.0018392518860158554
1m,Smolt Release 9m Monthly,0.0018265346158624883
1m,FWD 6m,0.0018189871187014493
1m,Smolt Release 6m Monthly,0.0017978939671834037
1m,∆ Total Biomass Monthly,0.0017251497047043856
1m,Loss Rate 3m Monthly,0.001381719632171985
1m,∆ FWD 1m,0.001362549147070299
1m,∆ Shrimp Price (Global) 1m Monthly,0.0013040659760121982
1m,∆ Fishmeal 1m Monthly,0.0012013793079171812
1m,ISA Outbreak,0.0011454429305072537
1m,∆ Salmon (NOK/KG) 6m,0.001120959328200803
1m,∆ Shrimp Price (Global) 6m Monthly,0.0011075601588851904
1m,ISA Outbreak 3m,0.0010175437273157997
1m,∆ Shrimp Price (Global) 12m Monthly,0.0010016175200511755
1m,Smolt Release 18m Monthly,0.0009518999209038226
1m,Soybean FWD Curvature,0.0009141986566347821
1m,Loss Rate 1m Monthly,0.0008377320543758923
1m,Meat CPI (EU) Monthly,0.0008307569835980076
1m,RVol 13w,0.0008289491293862239
1m,∆ Pig Price (EU) 2w,0.000801147830034847
1m,Smolt Release 11m Monthly,0.0007936330216335619
1m,∆ Fishmeal 6m Monthly,0.0007865155999264359
1m,∆ Salmon (NOK/KG) 12m,0.0007811807652586536
1m,YOY Avg Weight (KG) Monthly,0.0007749070724165265
1m,Smolt Release 7m Monthly,0.0007183458075574289
1m,∆ EURNOK 12m,0.0006682554809562827
1m,Soybean FWD Slope,0.000665064186447237
1m,NIBOR 3m,0.0006606060639311495
1m,Brent FWD Slope,0.000639468656411196
1m,∆ Pig Price (EU) 12m,0.0006220330065762099
1m,∆ Broiler Price (EU) 1w,0.0006046952522864431
1m,Sea Temp 12m Avg,0.0005678341752029577
1m,∆ Pig Price (EU) 1m,0.0005535129597085406
1m,Smolt Release 12m Monthly,0.0005372799428809557
1m,∆ Broiler Price (EU) 3m,0.0005230058665930223
1m,∆ Broiler Price (EU) 12m,0.000507161221605038
1m,Loss Rate 6m Monthly,0.0005066575432925353
1m,∆ Fishmeal 3m Monthly,0.0004894385636280989
1m,ISA Outbreak 1m,0.0004853559574480983
1m,∆ Pig Price (EU),0.0004847574170993588
1m,∆ Pig Price (EU) 1w,0.0004663541154607406
1m,Smolt Release 13m Monthly,0.00045971913329096565
1m,∆ Broiler Price (EU) 2w,0.00045797481077695896
1m,∆ Salmon (NOK/KG) 2w,0.0004482296529347389
1m,∆ Broiler Price (EU) 1m,0.0004429513793872504
1m,∆ Chilean Exports 1m,0.0004302924098185979
1m,∆ Salmon (NOK/KG) 3m,0.00042483059758407257
1m,∆ Broiler Price (EU) 6m,0.000415528878553997
1m,Lice Outbreak 1m,0.0004007877984965667
1m,Smolt Release 14m Monthly,0.0003946777067589607
1m,Harvest Intensity 3m Monthly,0.0003864649172880652
1m,Lice Outbreak,0.0003747074519004597
1m,Acc 1m,0.0003737362620154318
1m,∆ Shrimp Price (Global) 3m Monthly,0.00036833691472100926
1m,∆ Chilean Exports 3m,0.0003667671964797075
1m,FWD Slope,0.0003418948529425431
1m,∆ Pig Price (EU) 6m,0.0003343210594674656
1m,FWD Curvature,0.00031095016843106656
1m,Spread (FP - SSB),0.0003075544973587493
1m,RVol 4w,0.0003009290710328001
1m,∆ FWD 3m,0.00029825649339563115
1m,RVol 52w,0.00028449890549379653
1m,∆ EURNOK 2w,0.00026898540582351044
1m,∆ FWD 6m,0.0002577482711809393
1m,CPI NO Monthly,0.00025444267439495873
1m,∆ Fishmeal 12m Monthly,0.0002475005363674553
1m,∆ Salmon (NOK/KG) 1w,0.000247130942125965
1m,∆ EURNOK 6m,0.00023676874668682014
1m,∆ Spread (FP - SSB),0.00023586064762959907
1m,Lice Outbreak 3m,0.00022949063553520508
1m,∆ Salmon (NOK/KG) 1m,0.00022511210904776888
1m,Brent FWD Curvature,0.0002207089540010261
1m,∆ EURNOK 3m,0.00020762350435564738
1m,∆ EURNOK 1m,0.00020589733942451472
1m,Smolt Release 2m Monthly,0.0001479266968073742
1m,Acc 1w,0.0001470334943464933
1m,∆ EURNOK,0.00013672494363270094
1m,∆ FWD 12m,0.0001350781382443574
1m,∆ Chilean Exports 2w,0.0001244936390358442
1m,∆ Chilean Exports 1w,0.00011905493102092443
1m,∆ EURNOK 1w,0.00011226858672507756
1m,∆ Export Volume 1m,7.355289857745465e-05
1m,Month_07,7.279797945956577e-05
1m,∆ Export Volume 1w,7.104245779275797e-05
1m,Month_08,6.455659003917606e-05
1m,Month_11,5.96220363260587e-05
1m,Month_05,4.821985844618763e-05
1m,Month_02,4.411412513996983e-05
1m,Month_03,0.0
1m,Month_04,0.0
1m,Month_06,0.0
1m,∆ Pig Price (EU) 3m,0.0
1m,∆ Export Volume 2w,0.0
1m,Month_09,0.0
1m,Month_10,0.0
1m,Month_01,0.0
