Horizon,Fold,Feature,Importance
1m,1,∆ Salmon (NOK/KG) 1w,0.000325081504756932
1m,1,∆ Salmon (NOK/KG) 2w,0.0004217729240697346
1m,1,∆ Salmon (NOK/KG) 1m,0.0
1m,1,∆ Salmon (NOK/KG) 3m,0.0002964141591313676
1m,1,∆ Salmon (NOK/KG) 6m,0.0017449678533274777
1m,1,∆ Salmon (NOK/KG) 12m,0.0011015789099672207
1m,1,Acc 1w,0.00023405533201878326
1m,1,Acc 1m,0.0007899350982268459
1m,1,RVol 4w,0.0005592593530418991
1m,1,RVol 13w,0.0013753204585246575
1m,1,RVol 52w,0.00024673274610530416
1m,1,Spread (FP - SSB),0.00011914261290689602
1m,1,∆ Spread (FP - SSB),0.0002998956448249369
1m,1,FWD 1m,0.03176765294568146
1m,1,∆ FWD 1m,0.0
1m,1,FWD 3m,0.0021425801774812916
1m,1,∆ FWD 3m,0.0002674591721196742
1m,1,FWD 6m,0.0010870143264301814
1m,1,∆ FWD 6m,0.0005075091683020369
1m,1,FWD 12m,0.0044825651516604914
1m,1,∆ FWD 12m,0.0
1m,1,FWD Slope,0.00039721716067543883
1m,1,FWD Curvature,7.113971756646953e-05
1m,1,∆ Export Volume 1w,5.5481350652505594e-05
1m,1,∆ Export Volume 2w,0.0
1m,1,∆ Export Volume 1m,0.0002421597051409062
1m,1,∆ Chilean Exports 1w,0.00021432404735312254
1m,1,∆ Chilean Exports 2w,0.00027596949581693453
1m,1,∆ Chilean Exports 1m,0.0006977539806922284
1m,1,∆ Chilean Exports 3m,0.0004223571106328996
1m,1,∆ Total Biomass Monthly,0.0006327959706365525
1m,1,∆YOY Total Biomass Monthly,0.00404764224032778
1m,1,Avg Weight (KG) Monthly,0.003710872097201784
1m,1,YOY Avg Weight (KG) Monthly,0.0010072095360120212
1m,1,Harvest Intensity 1m Monthly,0.0016914132103760255
1m,1,Harvest Intensity 3m Monthly,0.0005413123402963361
1m,1,Loss Rate 1m Monthly,0.00045278586319974403
1m,1,Loss Rate 3m Monthly,0.0019876296559447667
1m,1,Loss Rate 6m Monthly,0.0011090698783754723
1m,1,Smolt Release 2m Monthly,0.0002822859725544961
1m,1,Smolt Release 3m Monthly,0.003446465484415274
1m,1,Smolt Release 4m Monthly,0.003240580917677438
1m,1,Smolt Release 5m Monthly,0.0014673036579816183
1m,1,Smolt Release 6m Monthly,0.0007077401694157854
1m,1,Smolt Release 7m Monthly,0.0006167495408846216
1m,1,Smolt Release 8m Monthly,0.008127388161587083
1m,1,Smolt Release 9m Monthly,0.0005666414542436811
1m,1,Smolt Release 10m Monthly,0.0009013284796474039
1m,1,Smolt Release 11m Monthly,0.0010624015759600784
1m,1,Smolt Release 12m Monthly,0.0006055329672007526
1m,1,Smolt Release 13m Monthly,0.0004702968628319941
1m,1,Smolt Release 14m Monthly,0.00041125975848316487
1m,1,Smolt Release 15m Monthly,0.000841584981663916
1m,1,Smolt Release 16m Monthly,0.0019321780675931328
1m,1,Smolt Release 17m Monthly,0.0030455510702861776
1m,1,Smolt Release 18m Monthly,0.0008591238189441084
1m,1,ISA Outbreak,0.003581147131628124
1m,1,ISA Outbreak 1m,0.00038679423173551146
1m,1,ISA Outbreak 3m,0.000936988911961516
1m,1,Lice Outbreak,0.0009190955605315757
1m,1,Lice Outbreak 1m,0.0005004442408728347
1m,1,Lice Outbreak 3m,0.00027537091806894946
1m,1,Sea Temp,0.012782019787645637
1m,1,Sea Temp 12m Avg,0.0004718969387499153
1m,1,∆ EURNOK,0.00020141573410085872
1m,1,∆ EURNOK 1w,0.00031989044201370214
1m,1,∆ EURNOK 2w,0.0007400641008015681
1m,1,∆ EURNOK 1m,0.0006353321869826887
1m,1,∆ EURNOK 3m,0.00037642524650917603
1m,1,∆ EURNOK 6m,0.00019404007773788658
1m,1,∆ EURNOK 12m,0.0005971581772091182
1m,1,CPI NO Monthly,0.00013989149012889
1m,1,NIBOR 3m,0.0014372569758910893
1m,1,∆ Shrimp Price (Global) 1m Monthly,0.000391615690185424
1m,1,∆ Shrimp Price (Global) 3m Monthly,0.0004722670372136636
1m,1,∆ Shrimp Price (Global) 6m Monthly,0.0005805649543189404
1m,1,∆ Shrimp Price (Global) 12m Monthly,0.0011010258793716073
1m,1,∆ Broiler Price (EU) 1w,0.001040787310878978
1m,1,∆ Broiler Price (EU) 2w,0.0005124383821320698
1m,1,∆ Broiler Price (EU) 1m,0.0009029528741316633
1m,1,∆ Broiler Price (EU) 3m,0.0004410519581482101
1m,1,∆ Broiler Price (EU) 6m,0.0005797157863956766
1m,1,∆ Broiler Price (EU) 12m,0.000753002800983424
1m,1,∆ Pig Price (EU),0.00012142079321001777
1m,1,∆ Pig Price (EU) 1w,0.0004790136981192785
1m,1,∆ Pig Price (EU) 2w,0.0008336074323046784
1m,1,∆ Pig Price (EU) 1m,0.00046433343320859285
1m,1,∆ Pig Price (EU) 3m,0.0
1m,1,∆ Pig Price (EU) 6m,0.00046324688251833614
1m,1,∆ Pig Price (EU) 12m,0.0005571318444004377
1m,1,Meat CPI (EU) Monthly,0.0009559371972351183
1m,1,∆ Fishmeal 1m Monthly,0.001942486621907136
1m,1,∆ Fishmeal 3m Monthly,0.0011054633877373976
1m,1,∆ Fishmeal 6m Monthly,0.000642497149720568
1m,1,∆ Fishmeal 12m Monthly,0.0006881602446864604
1m,1,Brent FWD Slope,0.0012157628885808367
1m,1,Brent FWD Curvature,0.00019004175051762144
1m,1,Soybean FWD Slope,0.0005989712258331212
1m,1,Soybean FWD Curvature,0.000513130665215222
1m,1,Month_01,0.0
1m,1,Month_02,0.0
1m,1,Month_03,0.0
1m,1,Month_04,0.0
1m,1,Month_05,0.0001934423115098034
1m,1,Month_06,0.0
1m,1,Month_07,0.0
1m,1,Month_08,0.0
1m,1,Month_09,0.0
1m,1,Month_10,0.0
1m,1,Month_11,0.0
