Horizon,Fold,Feature,Importance
0w,1,∆ Salmon (NOK/KG) 1w,0.0012363370881000016
0w,1,∆ Salmon (NOK/KG) 2w,0.00027879901743511096
0w,1,∆ Salmon (NOK/KG) 1m,0.00018479300511310527
0w,1,∆ Salmon (NOK/KG) 3m,0.0005609577805582962
0w,1,∆ Salmon (NOK/KG) 6m,0.00020835287146270994
0w,1,∆ Salmon (NOK/KG) 12m,0.0002579826457668867
0w,1,Acc 1w,0.008185867106577914
0w,1,Acc 1m,0.00020751022642048696
0w,1,RVol 4w,0.0002543126590394878
0w,1,RVol 13w,0.0001365359936353175
0w,1,RVol 52w,0.0005741266259475653
0w,1,Spread (FP - SSB),0.00018925228093434975
0w,1,∆ Spread (FP - SSB),0.0015584605386344
0w,1,FWD 1m,0.0127934225908763
0w,1,∆ FWD 1m,0.0032534922212484997
0w,1,FWD 3m,0.0002510684650645926
0w,1,∆ FWD 3m,0.00032059183429728393
0w,1,FWD 6m,0.0002501186187612411
0w,1,∆ FWD 6m,0.00033375353917073443
0w,1,FWD 12m,0.0002080135976528344
0w,1,∆ FWD 12m,0.000693659523408821
0w,1,FWD Slope,0.0011021256365183261
0w,1,FWD Curvature,0.000704221304325964
0w,1,∆ Export Volume 1w,0.0002391320545900544
0w,1,∆ Export Volume 2w,0.00041837369628617703
0w,1,∆ Export Volume 1m,0.000440654172502002
0w,1,∆ Chilean Exports 1w,0.00011718600165644778
0w,1,∆ Chilean Exports 2w,0.00035366114578364017
0w,1,∆ Chilean Exports 1m,0.0014253468115912082
0w,1,∆ Chilean Exports 3m,0.0012293475597060924
0w,1,∆ Total Biomass Monthly,0.0016784507327151665
0w,1,∆YOY Total Biomass Monthly,0.0008295123726332816
0w,1,Avg Weight (KG) Monthly,0.0004006162702322105
0w,1,YOY Avg Weight (KG) Monthly,0.00013778279769947145
0w,1,Harvest Intensity 1m Monthly,0.0010380140785281283
0w,1,Harvest Intensity 3m Monthly,0.00020076791362599083
0w,1,Loss Rate 1m Monthly,0.00026650463006075057
0w,1,Loss Rate 3m Monthly,0.00028495773529241595
0w,1,Loss Rate 6m Monthly,0.00016286830121690663
0w,1,Smolt Release 2m Monthly,0.0003472668131981646
0w,1,Smolt Release 3m Monthly,0.00013207319266502374
0w,1,Smolt Release 4m Monthly,0.0004572038113754795
0w,1,Smolt Release 5m Monthly,0.0004909915286559325
0w,1,Smolt Release 6m Monthly,0.0001869851637034852
0w,1,Smolt Release 7m Monthly,0.0003520703954451643
0w,1,Smolt Release 8m Monthly,0.0002341997221330396
0w,1,Smolt Release 9m Monthly,0.00022983427922733924
0w,1,Smolt Release 10m Monthly,0.00034368604003936245
0w,1,Smolt Release 11m Monthly,0.00016897322677262105
0w,1,Smolt Release 12m Monthly,0.00014357746213569816
0w,1,Smolt Release 13m Monthly,0.0004213815015996221
0w,1,Smolt Release 14m Monthly,0.00019225092847069688
0w,1,Smolt Release 15m Monthly,0.0002464982480675015
0w,1,Smolt Release 16m Monthly,0.00032655736288639996
0w,1,Smolt Release 17m Monthly,0.00045234200477859543
