Horizon,Feature,Importance
0w,FWD 1m,14.347477
0w,Acc 1w,8.3766365
0w,∆ Total Biomass Monthly,6.706061
0w,∆ Export Volume 2w,3.970199
0w,∆ Spread (FP - SSB),3.4689546
0w,∆ FWD 1m,3.4488454
0w,∆ Salmon (NOK/KG) 1w,3.3983812
0w,Smolt Release 8m Monthly,3.248212
0w,FWD Slope,2.6945405
0w,NIBOR 3m,2.640175
0w,RVol 52w,2.3620281
0w,∆ Export Volume 1m,2.3176506
0w,Soybean FWD Slope,2.2667193
0w,FWD Curvature,2.15
0w,RVol 13w,2.1227603
0w,∆ EURNOK 1m,2.0018637
0w,Smolt Release 12m Monthly,1.9767883
0w,Smolt Release 9m Monthly,1.5296706
0w,ISA Outbreak,1.5179482
0w,YOY Avg Weight (KG) Monthly,1.4078813
0w,∆ FWD 12m,1.3596343
0w,∆ Shrimp Price (Global) 6m Monthly,1.3157287
0w,∆ Salmon (NOK/KG) 1m,1.2582467
0w,Brent FWD Slope,1.0835103
0w,∆ Export Volume 1w,1.0358236
0w,FWD 3m,0.9603769
0w,Month_06,0.9327508
0w,∆YOY Total Biomass Monthly,0.88623035
0w,Harvest Intensity 3m Monthly,0.87847733
0w,Smolt Release 17m Monthly,0.847137
0w,∆ Fishmeal 1m Monthly,0.8234402
0w,Acc 1m,0.7585125
0w,∆ Salmon (NOK/KG) 3m,0.7462632
0w,Avg Weight (KG) Monthly,0.68901724
0w,Smolt Release 10m Monthly,0.6754317
0w,Brent FWD Curvature,0.6436233
0w,∆ FWD 3m,0.56938684
0w,Smolt Release 13m Monthly,0.5693316
0w,∆ EURNOK,0.5569081
0w,∆ Salmon (NOK/KG) 12m,0.53760225
0w,∆ EURNOK 6m,0.52124804
0w,∆ Broiler Price (EU) 3m,0.515882
0w,Smolt Release 11m Monthly,0.47859544
0w,Month_01,0.4767804
0w,CPI NO Monthly,0.47174957
0w,Smolt Release 5m Monthly,0.45752466
0w,∆ EURNOK 3m,0.45296973
0w,Month_04,0.42828214
0w,Sea Temp,0.42663932
0w,Month_07,0.41122556
0w,ISA Outbreak 3m,0.40587735
0w,∆ Chilean Exports 3m,0.40239823
0w,Smolt Release 7m Monthly,0.398118
0w,∆ Broiler Price (EU) 6m,0.38461316
0w,∆ Broiler Price (EU) 1m,0.3716835
0w,∆ Pig Price (EU) 1m,0.3677236
0w,FWD 6m,0.35148153
0w,∆ EURNOK 1w,0.34026048
0w,∆ EURNOK 2w,0.34010684
0w,∆ Salmon (NOK/KG) 6m,0.32584172
0w,∆ Shrimp Price (Global) 12m Monthly,0.30718476
0w,∆ Chilean Exports 1m,0.2741245
0w,Sea Temp 12m Avg,0.26311785
0w,Month_10,0.25982302
0w,∆ Broiler Price (EU) 2w,0.23575555
0w,Loss Rate 3m Monthly,0.21328679
0w,Month_11,0.17985119
0w,∆ Fishmeal 3m Monthly,0.1656751
0w,∆ Broiler Price (EU) 1w,0.16173954
0w,∆ Pig Price (EU) 12m,0.16120943
0w,∆ Shrimp Price (Global) 1m Monthly,0.15780632
0w,Smolt Release 2m Monthly,0.12445709
0w,Month_05,0.08673838
0w,FWD 12m,0.0
0w,∆ Salmon (NOK/KG) 2w,0.0
0w,Harvest Intensity 1m Monthly,0.0
0w,∆ Shrimp Price (Global) 3m Monthly,0.0
0w,∆ Pig Price (EU) 6m,0.0
0w,∆ Pig Price (EU) 3m,0.0
0w,∆ Pig Price (EU) 2w,0.0
0w,∆ Pig Price (EU) 1w,0.0
0w,RVol 4w,0.0
0w,Month_08,0.0
0w,∆ Pig Price (EU),0.0
0w,∆ Fishmeal 6m Monthly,0.0
0w,Smolt Release 4m Monthly,0.0
0w,Lice Outbreak,0.0
0w,∆ Fishmeal 12m Monthly,0.0
0w,Smolt Release 18m Monthly,0.0
0w,Month_02,0.0
0w,Smolt Release 3m Monthly,0.0
0w,Meat CPI (EU) Monthly,0.0
0w,Soybean FWD Curvature,0.0
0w,Loss Rate 6m Monthly,0.0
0w,Spread (FP - SSB),0.0
0w,∆ Broiler Price (EU) 12m,0.0
0w,∆ Chilean Exports 1w,0.0
0w,∆ Chilean Exports 2w,0.0
0w,∆ EURNOK 12m,0.0
0w,∆ FWD 6m,0.0
0w,Loss Rate 1m Monthly,0.0
0w,Month_03,0.0
0w,Smolt Release 16m Monthly,0.0
0w,Lice Outbreak 3m,0.0
0w,Lice Outbreak 1m,0.0
0w,Smolt Release 6m Monthly,0.0
0w,Smolt Release 15m Monthly,0.0
0w,ISA Outbreak 1m,0.0
0w,Smolt Release 14m Monthly,0.0
0w,Month_09,0.0
