Horizon,Fold,Feature,Importance
0w,1,FWD 1m,8.471449
0w,1,Acc 1w,5.3837876
0w,1,∆ Total Biomass Monthly,4.969154
0w,1,∆ Export Volume 2w,4.814118
0w,1,∆ Spread (FP - SSB),4.332662
0w,1,Smolt Release 8m Monthly,3.707447
0w,1,∆ Export Volume 1m,3.462644
0w,1,YOY Avg Weight (KG) Monthly,3.0787716
0w,1,Brent FWD Curvature,2.5744932
0w,1,∆ FWD 12m,2.2781718
0w,1,∆ EURNOK,2.2276323
0w,1,∆ Salmon (NOK/KG) 12m,2.150409
0w,1,∆ Broiler Price (EU) 3m,2.063528
0w,1,Harvest Intensity 3m Monthly,2.0083613
0w,1,∆ Salmon (NOK/KG) 1w,1.9834963
0w,1,∆ Fishmeal 1m Monthly,1.9558038
0w,1,FWD Curvature,1.9382448
0w,1,CPI NO Monthly,1.8869983
0w,1,∆ FWD 1m,1.820789
0w,1,∆ EURNOK 3m,1.8118789
0w,1,Sea Temp,1.7065573
0w,1,ISA Outbreak 3m,1.6235094
0w,1,Smolt Release 7m Monthly,1.592472
0w,1,FWD Slope,1.5650316
0w,1,∆ Broiler Price (EU) 6m,1.5384526
0w,1,∆ Broiler Price (EU) 1m,1.486734
0w,1,∆ Pig Price (EU) 1m,1.4708945
0w,1,∆ Salmon (NOK/KG) 1m,1.4676397
0w,1,∆ Shrimp Price (Global) 6m Monthly,1.4525962
0w,1,ISA Outbreak,1.4344625
0w,1,FWD 6m,1.4059261
0w,1,∆ EURNOK 1w,1.3610419
0w,1,∆ EURNOK 2w,1.3604274
0w,1,∆ Salmon (NOK/KG) 6m,1.3033669
0w,1,∆ Shrimp Price (Global) 12m Monthly,1.228739
0w,1,∆ Chilean Exports 1m,1.096498
0w,1,Smolt Release 13m Monthly,1.0774481
0w,1,Sea Temp 12m Avg,1.0524714
0w,1,∆ Broiler Price (EU) 2w,0.9430222
0w,1,Smolt Release 17m Monthly,0.8791296
0w,1,Loss Rate 3m Monthly,0.85314715
0w,1,Soybean FWD Slope,0.8003303
0w,1,Avg Weight (KG) Monthly,0.76870316
0w,1,Month_07,0.76204544
0w,1,∆YOY Total Biomass Monthly,0.7599387
0w,1,∆ Export Volume 1w,0.70449525
0w,1,Brent FWD Slope,0.6757305
0w,1,∆ Fishmeal 3m Monthly,0.6627004
0w,1,Smolt Release 5m Monthly,0.6568107
0w,1,∆ Broiler Price (EU) 1w,0.6469582
0w,1,∆ Pig Price (EU) 12m,0.64483774
0w,1,∆ Shrimp Price (Global) 1m Monthly,0.6312253
0w,1,Smolt Release 11m Monthly,0.62203676
0w,1,Smolt Release 2m Monthly,0.49782836
0w,1,Month_05,0.3469535
0w,1,∆ Salmon (NOK/KG) 2w,0.0
0w,1,∆ Salmon (NOK/KG) 3m,0.0
0w,1,Acc 1m,0.0
0w,1,RVol 4w,0.0
0w,1,RVol 13w,0.0
0w,1,RVol 52w,0.0
0w,1,Spread (FP - SSB),0.0
0w,1,FWD 3m,0.0
0w,1,∆ FWD 3m,0.0
0w,1,∆ FWD 6m,0.0
0w,1,FWD 12m,0.0
0w,1,∆ Chilean Exports 1w,0.0
0w,1,∆ Chilean Exports 2w,0.0
0w,1,∆ Chilean Exports 3m,0.0
0w,1,Harvest Intensity 1m Monthly,0.0
0w,1,Loss Rate 1m Monthly,0.0
0w,1,Loss Rate 6m Monthly,0.0
0w,1,Smolt Release 3m Monthly,0.0
0w,1,Smolt Release 4m Monthly,0.0
0w,1,Smolt Release 6m Monthly,0.0
0w,1,Smolt Release 9m Monthly,0.0
0w,1,Smolt Release 10m Monthly,0.0
0w,1,Smolt Release 12m Monthly,0.0
