Horizon,Feature,Importance
6m,FWD 6m,29.797592
6m,RVol 52w,7.456128
6m,FWD Slope,4.9618177
6m,Month_03,4.6629353
6m,Smolt Release 7m Monthly,4.541331
6m,∆ Total Biomass Monthly,4.3615866
6m,Spread (FP - SSB),4.023254
6m,Sea Temp,3.6061
6m,∆ Salmon (NOK/KG) 6m,3.1702833
6m,Month_05,3.094277
6m,Month_09,2.7191148
6m,Smolt Release 6m Monthly,2.391366
6m,Soybean FWD Slope,2.3838987
6m,Month_11,2.187841
6m,Smolt Release 12m Monthly,1.8950641
6m,Month_02,1.7272786
6m,∆ Shrimp Price (Global) 6m Monthly,1.499196
6m,CPI NO Monthly,1.4651057
6m,NIBOR 3m,1.421288
6m,Month_04,1.2712035
6m,Smolt Release 5m Monthly,1.2575618
6m,∆ EURNOK 12m,1.0360816
6m,Month_10,1.0243635
6m,Harvest Intensity 3m Monthly,0.9079649
6m,Month_01,0.8665329
6m,Brent FWD Slope,0.82406205
6m,Harvest Intensity 1m Monthly,0.68331796
6m,YOY Avg Weight (KG) Monthly,0.66223776
6m,∆ Fishmeal 3m Monthly,0.5859622
6m,∆ Salmon (NOK/KG) 12m,0.511361
6m,∆YOY Total Biomass Monthly,0.48765862
6m,Month_08,0.450184
6m,Brent FWD Curvature,0.418576
6m,∆ EURNOK 6m,0.38694796
6m,Soybean FWD Curvature,0.35016578
6m,Smolt Release 10m Monthly,0.21434876
6m,Smolt Release 9m Monthly,0.18361609
6m,∆ Fishmeal 6m Monthly,0.17150822
6m,∆ Export Volume 2w,0.16326886
6m,Month_06,0.09285852
6m,∆ Export Volume 1w,0.08475877
6m,∆ EURNOK 3m,0.0
6m,∆ Export Volume 1m,0.0
6m,∆ EURNOK 2w,0.0
6m,∆ Pig Price (EU),0.0
6m,∆ FWD 12m,0.0
6m,∆ FWD 1m,0.0
6m,∆ FWD 3m,0.0
6m,∆ FWD 6m,0.0
6m,∆ Fishmeal 12m Monthly,0.0
6m,∆ EURNOK 1w,0.0
6m,∆ Fishmeal 1m Monthly,0.0
6m,FWD 3m,0.0
6m,∆ Pig Price (EU) 1m,0.0
6m,∆ Pig Price (EU) 12m,0.0
6m,FWD Curvature,0.0
6m,Avg Weight (KG) Monthly,0.0
6m,∆ Spread (FP - SSB),0.0
6m,∆ Shrimp Price (Global) 3m Monthly,0.0
6m,∆ Shrimp Price (Global) 1m Monthly,0.0
6m,∆ Shrimp Price (Global) 12m Monthly,0.0
6m,FWD 12m,0.0
6m,∆ Salmon (NOK/KG) 3m,0.0
6m,∆ Salmon (NOK/KG) 2w,0.0
6m,∆ Salmon (NOK/KG) 1w,0.0
6m,∆ Salmon (NOK/KG) 1m,0.0
6m,FWD 1m,0.0
6m,∆ Pig Price (EU) 6m,0.0
6m,∆ Pig Price (EU) 3m,0.0
6m,∆ Pig Price (EU) 2w,0.0
6m,∆ Pig Price (EU) 1w,0.0
6m,∆ EURNOK 1m,0.0
6m,∆ Chilean Exports 2w,0.0
6m,∆ EURNOK,0.0
6m,Smolt Release 3m Monthly,0.0
6m,Smolt Release 18m Monthly,0.0
6m,Smolt Release 17m Monthly,0.0
6m,Smolt Release 16m Monthly,0.0
6m,Smolt Release 15m Monthly,0.0
6m,Smolt Release 14m Monthly,0.0
6m,Smolt Release 13m Monthly,0.0
6m,Lice Outbreak 3m,0.0
6m,Smolt Release 11m Monthly,0.0
6m,Sea Temp 12m Avg,0.0
6m,Loss Rate 1m Monthly,0.0
6m,Loss Rate 3m Monthly,0.0
6m,RVol 4w,0.0
6m,RVol 13w,0.0
6m,Loss Rate 6m Monthly,0.0
6m,Meat CPI (EU) Monthly,0.0
6m,Smolt Release 2m Monthly,0.0
6m,Smolt Release 4m Monthly,0.0
6m,∆ Chilean Exports 3m,0.0
6m,Lice Outbreak 1m,0.0
6m,Month_07,0.0
6m,∆ Chilean Exports 1w,0.0
6m,∆ Chilean Exports 1m,0.0
6m,∆ Broiler Price (EU) 6m,0.0
6m,∆ Broiler Price (EU) 3m,0.0
6m,∆ Broiler Price (EU) 2w,0.0
6m,∆ Broiler Price (EU) 1w,0.0
6m,∆ Broiler Price (EU) 1m,0.0
6m,∆ Broiler Price (EU) 12m,0.0
6m,ISA Outbreak,0.0
6m,ISA Outbreak 1m,0.0
6m,ISA Outbreak 3m,0.0
6m,Smolt Release 8m Monthly,0.0
6m,Acc 1w,0.0
6m,Lice Outbreak,0.0
6m,Acc 1m,0.0
