Horizon,Feature,Importance
2w,FWD 1m,20.928438
2w,∆ Total Biomass Monthly,7.505273
2w,Smolt Release 8m Monthly,6.59515
2w,∆ Export Volume 2w,4.5490656
2w,∆YOY Total Biomass Monthly,4.459643
2w,Harvest Intensity 3m Monthly,4.330229
2w,RVol 52w,3.6707249
2w,Harvest Intensity 1m Monthly,3.6530182
2w,Month_02,3.5471818
2w,FWD 6m,3.4466043
2w,Soybean FWD Slope,3.2122338
2w,RVol 13w,2.4808884
2w,Smolt Release 9m Monthly,2.2282307
2w,FWD 12m,2.030648
2w,Sea Temp,1.9126418
2w,∆ Shrimp Price (Global) 6m Monthly,1.8833637
2w,∆ Salmon (NOK/KG) 12m,1.7705479
2w,Smolt Release 10m Monthly,1.7578863
2w,ISA Outbreak 3m,1.7263051
2w,Month_10,1.7141025
2w,Brent FWD Curvature,1.6841929
2w,Month_01,1.5706712
2w,Smolt Release 4m Monthly,1.4991095
2w,∆ Pig Price (EU) 1m,1.1684783
2w,Month_05,1.0987381
2w,Month_11,1.0982115
2w,ISA Outbreak,1.0511292
2w,Lice Outbreak 3m,1.027663
2w,∆ Export Volume 1m,1.0026805
2w,∆ Shrimp Price (Global) 1m Monthly,0.9336087
2w,Smolt Release 12m Monthly,0.90798414
2w,Brent FWD Slope,0.86145
2w,Month_08,0.85811424
2w,FWD Curvature,0.7363211
2w,Month_07,0.6896864
2w,Month_04,0.40978053
2w,∆ FWD 12m,0.0
2w,∆ Shrimp Price (Global) 3m Monthly,0.0
2w,∆ Export Volume 1w,0.0
2w,∆ Spread (FP - SSB),0.0
2w,∆ Chilean Exports 3m,0.0
2w,∆ EURNOK,0.0
2w,∆ FWD 1m,0.0
2w,∆ EURNOK 6m,0.0
2w,∆ EURNOK 3m,0.0
2w,∆ EURNOK 2w,0.0
2w,∆ EURNOK 1w,0.0
2w,∆ EURNOK 1m,0.0
2w,∆ EURNOK 12m,0.0
2w,∆ Salmon (NOK/KG) 1m,0.0
2w,∆ Fishmeal 1m Monthly,0.0
2w,∆ FWD 3m,0.0
2w,∆ FWD 6m,0.0
2w,∆ Salmon (NOK/KG) 1w,0.0
2w,∆ Pig Price (EU) 6m,0.0
2w,∆ Pig Price (EU) 3m,0.0
2w,∆ Salmon (NOK/KG) 2w,0.0
2w,∆ Chilean Exports 1w,0.0
2w,∆ Pig Price (EU) 2w,0.0
2w,∆ Salmon (NOK/KG) 3m,0.0
2w,∆ Pig Price (EU) 1w,0.0
2w,∆ Salmon (NOK/KG) 6m,0.0
2w,∆ Shrimp Price (Global) 12m Monthly,0.0
2w,∆ Pig Price (EU) 12m,0.0
2w,∆ Pig Price (EU),0.0
2w,∆ Fishmeal 6m Monthly,0.0
2w,∆ Fishmeal 3m Monthly,0.0
2w,∆ Fishmeal 12m Monthly,0.0
2w,∆ Chilean Exports 2w,0.0
2w,Acc 1m,0.0
2w,∆ Chilean Exports 1m,0.0
2w,∆ Broiler Price (EU) 6m,0.0
2w,Sea Temp 12m Avg,0.0
2w,RVol 4w,0.0
2w,NIBOR 3m,0.0
2w,Month_09,0.0
2w,Month_06,0.0
2w,Month_03,0.0
2w,Meat CPI (EU) Monthly,0.0
2w,Loss Rate 6m Monthly,0.0
2w,Loss Rate 3m Monthly,0.0
2w,Loss Rate 1m Monthly,0.0
2w,Lice Outbreak 1m,0.0
2w,Lice Outbreak,0.0
2w,ISA Outbreak 1m,0.0
2w,FWD Slope,0.0
2w,FWD 3m,0.0
2w,CPI NO Monthly,0.0
2w,Avg Weight (KG) Monthly,0.0
2w,Smolt Release 11m Monthly,0.0
2w,Smolt Release 13m Monthly,0.0
2w,Smolt Release 14m Monthly,0.0
2w,Soybean FWD Curvature,0.0
2w,∆ Broiler Price (EU) 3m,0.0
2w,∆ Broiler Price (EU) 2w,0.0
2w,∆ Broiler Price (EU) 1w,0.0
2w,∆ Broiler Price (EU) 1m,0.0
2w,∆ Broiler Price (EU) 12m,0.0
2w,YOY Avg Weight (KG) Monthly,0.0
2w,Spread (FP - SSB),0.0
2w,Acc 1w,0.0
2w,Smolt Release 15m Monthly,0.0
2w,Smolt Release 6m Monthly,0.0
2w,Smolt Release 5m Monthly,0.0
2w,Smolt Release 3m Monthly,0.0
2w,Smolt Release 2m Monthly,0.0
2w,Smolt Release 18m Monthly,0.0
2w,Smolt Release 17m Monthly,0.0
2w,Smolt Release 16m Monthly,0.0
2w,Smolt Release 7m Monthly,0.0
