Y,Horizon,Nowcast,CV RMSE,CV RW RMSE,CV R2,CV RW R2,CV Hit,Hold RMSE,Hold RW RMSE,Hold R2,Hold RW R2,Hold Hit,Hold DM,Hold DM p,Depth,n_train,n_holdout
Y 0w ∆ Salmon (NOK/KG),0w,True,0.06230714648291447,0.06739648035966853,0.14507031088371192,-0.00029732852671804366,0.6511318242343542,0.06723688973885082,0.0714018360072492,0.1129386749890895,-0.00036196807928479124,0.5990990990990991,-4.129233149897287,3.639751702095819e-05,7,834,222
Y 1w ∆ Salmon (NOK/KG),1w,False,0.08663682616357954,0.09743558329662089,0.20896085697560784,-0.000525322902961145,0.6287425149700598,0.10235531671356776,0.11419565747771368,0.19612613882849705,-0.000613304304910578,0.665158371040724,-4.326852502117711,1.512551735971189e-05,2,834,221
Y 2w ∆ Salmon (NOK/KG),2w,False,0.0993816822596299,0.11095955751732274,0.19696629303385715,-0.0010378979302114733,0.6541916167664671,0.11981106096160295,0.1375095262677951,0.24014546115679014,-0.0009265420439368288,0.6863636363636364,-4.6769114051892355,2.912280017914248e-06,5,834,220
Y 1m ∆ Salmon (NOK/KG),1m,False,0.11785269923180522,0.13524737520248914,0.23921362229110377,-0.001939159515384592,0.688622754491018,0.14198501392700402,0.16899289995486425,0.2930441142818637,-0.001484460516735897,0.6880733944954128,-4.126283492210132,3.6867276006471785e-05,3,834,218
Y 3m ∆ Salmon (NOK/KG),3m,False,0.17832725265859298,0.21615096570286452,0.3139265265676302,-0.007974512410610757,0.7140575079872205,0.2609752642414439,0.30288290551134417,0.2571450200051406,-0.000587038322796829,0.6602870813397129,-2.7408850851894235,0.006127393342958025,2,834,209
Y 6m ∆ Salmon (NOK/KG),6m,False,0.20228957750834628,0.26512715241520973,0.38856385918192526,-0.05029791999819855,0.7266187050359713,0.2744206413125924,0.36308538652997335,0.4283115167401662,-0.0007910965890651767,0.7806122448979592,-3.6546341381683143,0.0002575489830702017,3,834,196
Y 12m ∆ Salmon (NOK/KG),12m,False,0.20490494677253246,0.2542392095530086,0.33123226275417417,-0.02956906855797814,0.6870503597122302,0.22478109933240314,0.21367314552258848,-0.1156959066708394,-0.008152298789637413,0.611764705882353,0.852475837761934,0.39395004406380096,9,834,170
