Horizon,Feature,Importance
3m,FWD 3m,0.04329381376462404
3m,Smolt Release 15m Monthly,0.019123871955994624
3m,FWD 1m,0.013761106877653948
3m,FWD 6m,0.011464006198353974
3m,ISA Outbreak 3m,0.01131145338862422
3m,FWD 12m,0.010118929123899795
3m,Smolt Release 8m Monthly,0.008119774281511978
3m,Smolt Release 3m Monthly,0.006880691957269776
3m,Lice Outbreak 1m,0.006816060104110251
3m,Spread (FP - SSB),0.006283755589426615
3m,Meat CPI (EU) Monthly,0.00578297778583963
3m,Smolt Release 14m Monthly,0.005619813102698356
3m,Smolt Release 16m Monthly,0.005586133380440242
3m,FWD Slope,0.005210660627052235
3m,Smolt Release 4m Monthly,0.004548604372579446
3m,∆YOY Total Biomass Monthly,0.004350988207697403
3m,Harvest Intensity 3m Monthly,0.004156064175448947
3m,Lice Outbreak,0.004103992473151035
3m,Smolt Release 2m Monthly,0.0039334921542360035
3m,Avg Weight (KG) Monthly,0.003592131596256018
3m,Soybean FWD Curvature,0.0033967304594600886
3m,ISA Outbreak 1m,0.0033738408729012096
3m,∆ Salmon (NOK/KG) 6m,0.00279774297951741
3m,RVol 52w,0.002771314883397655
3m,∆ Salmon (NOK/KG) 12m,0.0027310891134788577
3m,Harvest Intensity 1m Monthly,0.00259760564875791
3m,∆ Shrimp Price (Global) 6m Monthly,0.0024698448882630166
3m,Smolt Release 7m Monthly,0.00245482156448933
3m,Lice Outbreak 3m,0.0021963176216638976
3m,FWD Curvature,0.002067274882493623
3m,ISA Outbreak,0.0016794679345721022
3m,∆ Fishmeal 12m Monthly,0.001509623308279703
3m,Smolt Release 18m Monthly,0.0014838319402796889
3m,∆ Broiler Price (EU) 6m,0.001434725761569225
3m,Smolt Release 9m Monthly,0.0014291469873145871
3m,∆ Pig Price (EU) 1m,0.0013452238404840634
3m,∆ Broiler Price (EU) 3m,0.001322293179318258
3m,Brent FWD Slope,0.0012980280549213154
3m,Sea Temp 12m Avg,0.0012306970988958728
3m,Loss Rate 6m Monthly,0.0011478002442229388
3m,∆ Shrimp Price (Global) 3m Monthly,0.001110088242265645
3m,RVol 13w,0.0010592970504757003
3m,∆ Pig Price (EU) 3m,0.001000037412278455
3m,YOY Avg Weight (KG) Monthly,0.0009664806725154185
3m,∆ EURNOK 12m,0.0008597841384468289
3m,∆ Pig Price (EU),0.0007487136926516164
3m,∆ Pig Price (EU) 1w,0.0006688136045758131
3m,∆ Pig Price (EU) 2w,0.000660807087121097
3m,∆ Salmon (NOK/KG) 3m,0.0006504497056285266
3m,Smolt Release 17m Monthly,0.0006420013000235826
3m,∆ Broiler Price (EU) 12m,0.0006410546768279766
3m,Smolt Release 12m Monthly,0.0006090895116171707
3m,∆ Fishmeal 1m Monthly,0.000603355408862044
3m,Loss Rate 3m Monthly,0.0005505431962919614
3m,∆ EURNOK 3m,0.0005214850081264298
3m,Smolt Release 10m Monthly,0.0005187683970430571
3m,Loss Rate 1m Monthly,0.0005008523727147731
3m,∆ Shrimp Price (Global) 12m Monthly,0.0004911432350302513
3m,Smolt Release 6m Monthly,0.00044779067046623
3m,∆ Pig Price (EU) 6m,0.000419569810145725
3m,∆ Fishmeal 6m Monthly,0.00041557601011479845
3m,∆ Fishmeal 3m Monthly,0.0004103763967362238
3m,Soybean FWD Slope,0.0003607302881860835
3m,∆ Total Biomass Monthly,0.00027562872392906
3m,CPI NO Monthly,0.00023291680469325732
3m,∆ Pig Price (EU) 12m,0.00022870027273898795
3m,∆ Shrimp Price (Global) 1m Monthly,0.0002136868333959807
3m,NIBOR 3m,0.00018341926594011163
3m,∆ Export Volume 1m,0.00018094330345403773
3m,Month_06,0.00016237372790136188
3m,Month_07,0.00013464741543766018
3m,∆ Salmon (NOK/KG) 2w,8.324726706650981e-05
3m,∆ Salmon (NOK/KG) 1m,5.309913243434054e-05
3m,∆ Broiler Price (EU) 1w,3.745815215701086e-05
3m,Month_02,0.0
3m,Month_10,0.0
3m,Month_09,0.0
3m,Month_08,0.0
3m,Brent FWD Curvature,0.0
3m,Month_05,0.0
3m,Month_04,0.0
3m,Month_03,0.0
3m,Month_01,0.0
3m,∆ Salmon (NOK/KG) 1w,0.0
3m,∆ Broiler Price (EU) 1m,0.0
3m,∆ Broiler Price (EU) 2w,0.0
3m,Acc 1w,0.0
3m,Acc 1m,0.0
3m,RVol 4w,0.0
3m,∆ Spread (FP - SSB),0.0
3m,∆ FWD 1m,0.0
3m,∆ FWD 3m,0.0
3m,∆ FWD 6m,0.0
3m,∆ FWD 12m,0.0
3m,∆ Export Volume 1w,0.0
3m,∆ Export Volume 2w,0.0
3m,∆ Chilean Exports 1w,0.0
3m,∆ Chilean Exports 2w,0.0
3m,∆ Chilean Exports 1m,0.0
3m,∆ Chilean Exports 3m,0.0
3m,Smolt Release 5m Monthly,0.0
3m,Smolt Release 11m Monthly,0.0
3m,Smolt Release 13m Monthly,0.0
3m,Sea Temp,0.0
3m,∆ EURNOK,0.0
3m,∆ EURNOK 1w,0.0
3m,∆ EURNOK 2w,0.0
3m,∆ EURNOK 1m,0.0
3m,∆ EURNOK 6m,0.0
3m,Month_11,0.0
