Horizon,Fold,Feature,Importance
3m,1,∆ Salmon (NOK/KG) 1w,0.0
3m,1,∆ Salmon (NOK/KG) 2w,0.0
3m,1,∆ Salmon (NOK/KG) 1m,0.0
3m,1,∆ Salmon (NOK/KG) 3m,0.0009332221363142752
3m,1,∆ Salmon (NOK/KG) 6m,0.005855457808650276
3m,1,∆ Salmon (NOK/KG) 12m,0.006536943917542827
3m,1,Acc 1w,0.0
3m,1,Acc 1m,0.0
3m,1,RVol 4w,0.0
3m,1,RVol 13w,0.0010502658126443029
3m,1,RVol 52w,0.004882073912200749
3m,1,Spread (FP - SSB),0.003929952294971937
3m,1,∆ Spread (FP - SSB),0.0
3m,1,FWD 1m,0.023736312431466334
3m,1,∆ FWD 1m,0.0
3m,1,FWD 3m,0.043431195561786595
3m,1,∆ FWD 3m,0.0
3m,1,FWD 6m,0.000559372054690849
3m,1,∆ FWD 6m,0.0
3m,1,FWD 12m,0.003048386009811099
3m,1,∆ FWD 12m,0.0
3m,1,FWD Slope,0.0
3m,1,FWD Curvature,0.00037359208385769147
3m,1,∆ Export Volume 1w,0.0
3m,1,∆ Export Volume 2w,0.0
3m,1,∆ Export Volume 1m,0.0
3m,1,∆ Chilean Exports 1w,0.0
3m,1,∆ Chilean Exports 2w,0.0
3m,1,∆ Chilean Exports 1m,0.0
3m,1,∆ Chilean Exports 3m,0.0
3m,1,∆ Total Biomass Monthly,0.0009520685798999321
3m,1,∆YOY Total Biomass Monthly,0.0030905019774063497
3m,1,Avg Weight (KG) Monthly,0.0016779343850437166
3m,1,YOY Avg Weight (KG) Monthly,0.0021982062268318123
3m,1,Harvest Intensity 1m Monthly,0.0037332276418653664
3m,1,Harvest Intensity 3m Monthly,0.005751106154955758
3m,1,Loss Rate 1m Monthly,0.0010860643749241766
3m,1,Loss Rate 3m Monthly,0.0022064907710211204
3m,1,Loss Rate 6m Monthly,0.0013108677510945816
3m,1,Smolt Release 2m Monthly,0.00219360180659668
3m,1,Smolt Release 3m Monthly,0.004981793628427609
3m,1,Smolt Release 4m Monthly,0.0
3m,1,Smolt Release 5m Monthly,0.0
3m,1,Smolt Release 6m Monthly,0.0017946747655548567
3m,1,Smolt Release 7m Monthly,0.007403366368805612
3m,1,Smolt Release 8m Monthly,0.0074051708098381375
3m,1,Smolt Release 9m Monthly,0.0003915849288375588
3m,1,Smolt Release 10m Monthly,0.0005404530846647051
3m,1,Smolt Release 11m Monthly,0.0
3m,1,Smolt Release 12m Monthly,0.0008167417823014627
3m,1,Smolt Release 13m Monthly,0.0
3m,1,Smolt Release 14m Monthly,0.007403897719262174
3m,1,Smolt Release 15m Monthly,0.017655009173318845
3m,1,Smolt Release 16m Monthly,0.001276141722575267
3m,1,Smolt Release 17m Monthly,0.0008294610252703834
3m,1,Smolt Release 18m Monthly,0.0034848553105399933
