Horizon,Fold,Feature,Importance
12m,1,∆ Salmon (NOK/KG) 1w,0.00011554144724270622
12m,1,∆ Salmon (NOK/KG) 2w,0.0012493341690201444
12m,1,∆ Salmon (NOK/KG) 1m,0.0005763547377164364
12m,1,∆ Salmon (NOK/KG) 3m,0.000986579838545255
12m,1,∆ Salmon (NOK/KG) 6m,0.0006650368418496169
12m,1,∆ Salmon (NOK/KG) 12m,0.0006516508282649853
12m,1,Acc 1w,0.00023783894026698846
12m,1,Acc 1m,0.000308422372829184
12m,1,RVol 4w,0.000426785715545475
12m,1,RVol 13w,0.0018364803598852665
12m,1,RVol 52w,0.002593807746304609
12m,1,Spread (FP - SSB),0.013175131062731443
12m,1,∆ Spread (FP - SSB),0.0006577413178483467
12m,1,FWD 1m,0.004956313434379059
12m,1,∆ FWD 1m,0.00026801603262619286
12m,1,FWD 3m,0.0031688043328897742
12m,1,∆ FWD 3m,0.0
12m,1,FWD 6m,0.001390231498957269
12m,1,∆ FWD 6m,0.0002056153412415624
12m,1,FWD 12m,0.024437169504468788
12m,1,∆ FWD 12m,8.488882794475525e-05
12m,1,FWD Slope,0.01799531728544141
12m,1,FWD Curvature,0.000595586451142557
12m,1,∆ Export Volume 1w,0.00042712953901480766
12m,1,∆ Export Volume 2w,0.0004158980492316233
12m,1,∆ Export Volume 1m,0.00030956929937719463
12m,1,∆ Chilean Exports 1w,5.603044818964373e-05
12m,1,∆ Chilean Exports 2w,0.0002609297780585612
12m,1,∆ Chilean Exports 1m,5.730914803342425e-05
12m,1,∆ Chilean Exports 3m,0.0006619847125606865
12m,1,∆ Total Biomass Monthly,0.0018261757230182188
12m,1,∆YOY Total Biomass Monthly,0.0012206432988125081
12m,1,Avg Weight (KG) Monthly,0.001736522125408104
12m,1,YOY Avg Weight (KG) Monthly,0.012620687382860768
12m,1,Harvest Intensity 1m Monthly,0.00033617734218934614
12m,1,Harvest Intensity 3m Monthly,0.0006177855183552262
12m,1,Loss Rate 1m Monthly,0.0013443558233540394
12m,1,Loss Rate 3m Monthly,0.0030842226241487207
12m,1,Loss Rate 6m Monthly,0.004998640307534435
12m,1,Smolt Release 2m Monthly,0.0007322602837859734
12m,1,Smolt Release 3m Monthly,0.0009406881771601981
12m,1,Smolt Release 4m Monthly,0.0015731463662123578
12m,1,Smolt Release 5m Monthly,0.0007061079279453516
12m,1,Smolt Release 6m Monthly,0.0005765191571020084
12m,1,Smolt Release 7m Monthly,0.0009089299038365209
12m,1,Smolt Release 8m Monthly,0.0005919030867624019
12m,1,Smolt Release 9m Monthly,0.0009198795488426851
12m,1,Smolt Release 10m Monthly,0.00034329236320146124
12m,1,Smolt Release 11m Monthly,0.0023159473225250146
12m,1,Smolt Release 12m Monthly,0.0007690952833631819
12m,1,Smolt Release 13m Monthly,0.0007898262126677455
12m,1,Smolt Release 14m Monthly,0.0008411680929983567
12m,1,Smolt Release 15m Monthly,0.0008772552758847947
12m,1,Smolt Release 16m Monthly,0.001090819233983083
12m,1,Smolt Release 17m Monthly,0.001228387321345086
12m,1,Smolt Release 18m Monthly,0.0015747605764789671
12m,1,ISA Outbreak,0.009782001008645805
12m,1,ISA Outbreak 1m,0.009540824749225742
12m,1,ISA Outbreak 3m,0.005198173631554964
12m,1,Lice Outbreak,0.0026631858662578647
12m,1,Lice Outbreak 1m,0.001127611658883132
12m,1,Lice Outbreak 3m,0.0003354792927693034
12m,1,Sea Temp,0.0015489901970349637
12m,1,Sea Temp 12m Avg,0.005283766144581751
12m,1,∆ EURNOK,0.0002285209821563702
12m,1,∆ EURNOK 1w,0.00045589073830283735
12m,1,∆ EURNOK 2w,0.0001423901548065342
