Horizon,Fold,Feature,Importance
2w,1,∆ Salmon (NOK/KG) 1w,0.00068083756710557
2w,1,∆ Salmon (NOK/KG) 2w,0.002080674512695623
2w,1,∆ Salmon (NOK/KG) 1m,0.0007158914740941976
2w,1,∆ Salmon (NOK/KG) 3m,0.0010686051782218674
2w,1,∆ Salmon (NOK/KG) 6m,0.00035986586326173376
2w,1,∆ Salmon (NOK/KG) 12m,0.0003681909873055255
2w,1,Acc 1w,0.0002220945657261903
2w,1,Acc 1m,0.0005286438773106414
2w,1,RVol 4w,0.0020313401501200934
2w,1,RVol 13w,0.0004941264607815733
2w,1,RVol 52w,0.002217206753343418
2w,1,Spread (FP - SSB),0.0006911083237726942
2w,1,∆ Spread (FP - SSB),0.00061296824111098
2w,1,FWD 1m,0.03104063720825586
2w,1,∆ FWD 1m,0.0004403788638084914
2w,1,FWD 3m,0.0013466681649331297
2w,1,∆ FWD 3m,0.0005194111409005605
2w,1,FWD 6m,0.0003087695241489678
2w,1,∆ FWD 6m,0.0020043126436649927
2w,1,FWD 12m,0.001634151003958711
2w,1,∆ FWD 12m,0.00041929332354980197
2w,1,FWD Slope,0.0017852519247016235
2w,1,FWD Curvature,0.00047850900856974063
2w,1,∆ Export Volume 1w,0.0004216688944325291
2w,1,∆ Export Volume 2w,0.002680885564362547
2w,1,∆ Export Volume 1m,0.0027584783852321643
2w,1,∆ Chilean Exports 1w,0.0005871813202059091
2w,1,∆ Chilean Exports 2w,0.0005043242255598468
2w,1,∆ Chilean Exports 1m,7.682835874636846e-05
2w,1,∆ Chilean Exports 3m,0.0010092272791434199
2w,1,∆ Total Biomass Monthly,0.002834094457582383
2w,1,∆YOY Total Biomass Monthly,0.0029915858744910093
2w,1,Avg Weight (KG) Monthly,0.0006357630308760698
2w,1,YOY Avg Weight (KG) Monthly,0.0047775708956519294
2w,1,Harvest Intensity 1m Monthly,0.005115734876445075
2w,1,Harvest Intensity 3m Monthly,0.0022567028863065904
2w,1,Loss Rate 1m Monthly,0.0009248154361562475
2w,1,Loss Rate 3m Monthly,0.0027902100613886242
2w,1,Loss Rate 6m Monthly,0.0004377704626237905
2w,1,Smolt Release 2m Monthly,0.0001502516467174109
2w,1,Smolt Release 3m Monthly,0.0005879224720124979
2w,1,Smolt Release 4m Monthly,0.003203462135408229
2w,1,Smolt Release 5m Monthly,0.002688768481371587
2w,1,Smolt Release 6m Monthly,0.0004283511968167045
2w,1,Smolt Release 7m Monthly,0.0013266102514833324
2w,1,Smolt Release 8m Monthly,0.0036172956564722233
2w,1,Smolt Release 9m Monthly,0.0023702195413022706
2w,1,Smolt Release 10m Monthly,0.0006265675571159219
2w,1,Smolt Release 11m Monthly,0.0009561220800121103
2w,1,Smolt Release 12m Monthly,0.00035224683270993385
2w,1,Smolt Release 13m Monthly,0.0005508495558883483
2w,1,Smolt Release 14m Monthly,0.00048318851811966784
2w,1,Smolt Release 15m Monthly,0.00022120473117145234
2w,1,Smolt Release 16m Monthly,0.004821416005274773
2w,1,Smolt Release 17m Monthly,0.0014471513421287993
2w,1,Smolt Release 18m Monthly,0.0011814471979623119
2w,1,ISA Outbreak,0.00036008391561061177
2w,1,ISA Outbreak 1m,0.001016240292641846
2w,1,ISA Outbreak 3m,0.0017775776725069295
2w,1,Lice Outbreak,0.000873542062404048
2w,1,Lice Outbreak 1m,0.00022802246571431158
2w,1,Lice Outbreak 3m,0.0012605569358590967
2w,1,Sea Temp,0.009005471942432113
