Horizon,Fold,Feature,Importance
6m,1,∆ Salmon (NOK/KG) 1w,0.0
6m,1,∆ Salmon (NOK/KG) 2w,0.0
6m,1,∆ Salmon (NOK/KG) 1m,0.003419389885051494
6m,1,∆ Salmon (NOK/KG) 3m,0.0007587710097995788
6m,1,∆ Salmon (NOK/KG) 6m,0.00037316546977931854
6m,1,∆ Salmon (NOK/KG) 12m,0.0008485341638331625
6m,1,Acc 1w,0.0
6m,1,Acc 1m,0.0
6m,1,RVol 4w,0.0003804994605170756
6m,1,RVol 13w,0.0
6m,1,RVol 52w,0.006038511545669016
6m,1,Spread (FP - SSB),0.019210350740330853
6m,1,∆ Spread (FP - SSB),0.0
6m,1,FWD 1m,0.005358806470462307
6m,1,∆ FWD 1m,0.0
6m,1,FWD 3m,0.02040148691220285
6m,1,∆ FWD 3m,0.0
6m,1,FWD 6m,0.04267923877211665
6m,1,∆ FWD 6m,0.0
6m,1,FWD 12m,0.008536821005889147
6m,1,∆ FWD 12m,0.0
6m,1,FWD Slope,0.003966345260002993
6m,1,FWD Curvature,0.01653099804726728
6m,1,∆ Export Volume 1w,0.0
6m,1,∆ Export Volume 2w,0.0
6m,1,∆ Export Volume 1m,0.0
6m,1,∆ Chilean Exports 1w,0.0
6m,1,∆ Chilean Exports 2w,0.0
6m,1,∆ Chilean Exports 1m,0.0
6m,1,∆ Chilean Exports 3m,0.002878351400193675
6m,1,∆ Total Biomass Monthly,0.01851978592957771
6m,1,∆YOY Total Biomass Monthly,0.004580526071206706
6m,1,Avg Weight (KG) Monthly,0.00035644204393159767
6m,1,YOY Avg Weight (KG) Monthly,0.0005905142182100793
6m,1,Harvest Intensity 1m Monthly,0.02930682948259703
6m,1,Harvest Intensity 3m Monthly,0.0
6m,1,Loss Rate 1m Monthly,0.00605753461485893
6m,1,Loss Rate 3m Monthly,0.0004163214862572899
6m,1,Loss Rate 6m Monthly,0.0024541945216896223
6m,1,Smolt Release 2m Monthly,0.0013759691037513878
6m,1,Smolt Release 3m Monthly,0.0
6m,1,Smolt Release 4m Monthly,0.0005239187624712225
6m,1,Smolt Release 5m Monthly,0.006733244995252375
6m,1,Smolt Release 6m Monthly,0.003712916368525831
6m,1,Smolt Release 7m Monthly,0.0
6m,1,Smolt Release 8m Monthly,0.004529861448834691
6m,1,Smolt Release 9m Monthly,0.001969624685300873
