Horizon,Feature,Importance
1w,FWD 1m,0.02901220571907445
1w,∆ Total Biomass Monthly,0.0039233585231209745
1w,FWD 12m,0.0032812415890638423
1w,∆ Salmon (NOK/KG) 2w,0.0029383059559408777
1w,∆ FWD 1m,0.002754307252437631
1w,Acc 1w,0.0026982317380465953
1w,FWD 3m,0.0026062383144520597
1w,YOY Avg Weight (KG) Monthly,0.0025341860299936286
1w,∆ Export Volume 1m,0.0024515664488918526
1w,Sea Temp,0.002311687188533755
1w,Smolt Release 10m Monthly,0.0021088849460878024
1w,Soybean FWD Slope,0.0018512906225826237
1w,∆ Broiler Price (EU) 2w,0.0017234158869537184
1w,FWD 6m,0.0016984654102701361
1w,∆ FWD 3m,0.0016585862996855035
1w,RVol 52w,0.0016212491357212777
1w,∆ EURNOK,0.0015988919456572756
1w,Smolt Release 4m Monthly,0.0015374929639156646
1w,Acc 1m,0.001412178235459175
1w,RVol 4w,0.0013801268144906628
1w,∆ Export Volume 1w,0.0013795010787381976
1w,∆ FWD 6m,0.0013720892417336253
1w,∆ Pig Price (EU) 1m,0.0013538166477608132
1w,FWD Slope,0.001343418823920599
1w,Harvest Intensity 1m Monthly,0.0012214713101955893
1w,∆ Shrimp Price (Global) 6m Monthly,0.0012065734804748217
1w,Loss Rate 1m Monthly,0.0011710803643374765
1w,Smolt Release 5m Monthly,0.00116068961945458
1w,Spread (FP - SSB),0.0011386264357958545
1w,Smolt Release 16m Monthly,0.0010827117963176335
1w,Lice Outbreak 3m,0.0010786995710484373
1w,Smolt Release 7m Monthly,0.0010315741331740408
1w,CPI NO Monthly,0.0010130570316326463
1w,Brent FWD Curvature,0.001013044555375357
1w,Smolt Release 18m Monthly,0.0009621559904355956
1w,∆ Shrimp Price (Global) 1m Monthly,0.0009594297307739037
1w,∆ Broiler Price (EU) 1m,0.0009528872903168148
1w,∆YOY Total Biomass Monthly,0.0009519468714888133
1w,∆ Chilean Exports 1m,0.0009407815673703245
1w,Loss Rate 3m Monthly,0.0009402276322123219
1w,Brent FWD Slope,0.0009287546218631246
1w,Smolt Release 9m Monthly,0.0009243602735877525
1w,ISA Outbreak 3m,0.0009144047196092812
1w,∆ Broiler Price (EU) 3m,0.000892254012988435
1w,∆ EURNOK 1w,0.0008907743501423108
1w,∆ Salmon (NOK/KG) 3m,0.0008853713481140312
1w,∆ EURNOK 2w,0.0008758927384839585
1w,FWD Curvature,0.0008635237441635776
1w,∆ Export Volume 2w,0.0008468558657862711
1w,∆ Broiler Price (EU) 1w,0.0008149970505245541
1w,Smolt Release 8m Monthly,0.000813398587229539
1w,Avg Weight (KG) Monthly,0.0007962796497462992
1w,Smolt Release 11m Monthly,0.0007898759609604309
1w,∆ EURNOK 6m,0.0007827642513566127
1w,Smolt Release 17m Monthly,0.0007313614346350086
1w,Smolt Release 6m Monthly,0.0007154148825277494
1w,∆ Chilean Exports 2w,0.0006967097345000927
1w,∆ FWD 12m,0.0006882803061832184
1w,∆ EURNOK 1m,0.0006744868618141502
1w,∆ Pig Price (EU) 6m,0.0006702665547725002
1w,Lice Outbreak,0.0006692332774015537
1w,∆ Fishmeal 1m Monthly,0.0006690725513825603
1w,ISA Outbreak,0.0006673955853100299
1w,∆ Salmon (NOK/KG) 12m,0.0006637189860974313
1w,Harvest Intensity 3m Monthly,0.0006538180839040758
1w,∆ Pig Price (EU),0.0006317805792610679
1w,∆ Salmon (NOK/KG) 1m,0.0006239638530975176
1w,RVol 13w,0.0006169820208139421
1w,ISA Outbreak 1m,0.0006144705683985945
1w,∆ Shrimp Price (Global) 3m Monthly,0.0006050566496004381
1w,∆ Shrimp Price (Global) 12m Monthly,0.0005820869779177141
1w,Soybean FWD Curvature,0.0005808566956312721
1w,∆ Pig Price (EU) 2w,0.0005638812006163752
1w,Sea Temp 12m Avg,0.000560088904313929
1w,Smolt Release 3m Monthly,0.0005455924314033978
1w,∆ Fishmeal 12m Monthly,0.0005378869359429554
1w,∆ Pig Price (EU) 1w,0.0005208868834214199
1w,Lice Outbreak 1m,0.0005133640034491364
1w,NIBOR 3m,0.0005024310107536581
1w,Smolt Release 15m Monthly,0.0005013526101860071
1w,Meat CPI (EU) Monthly,0.00048454560542351424
