Horizon,Fold,Feature,Importance
1w,1,∆ Salmon (NOK/KG) 1w,0.00040683739920587393
1w,1,∆ Salmon (NOK/KG) 2w,0.0017731905460083724
1w,1,∆ Salmon (NOK/KG) 1m,0.00045918492666783704
1w,1,∆ Salmon (NOK/KG) 3m,0.0010209445544651602
1w,1,∆ Salmon (NOK/KG) 6m,0.00036481043921000796
1w,1,∆ Salmon (NOK/KG) 12m,0.000749191500460647
1w,1,Acc 1w,0.0018372615411251362
1w,1,Acc 1m,0.0006308421983319323
1w,1,RVol 4w,0.002432788749180516
1w,1,RVol 13w,0.0005741182708722745
1w,1,RVol 52w,0.003736535028329346
1w,1,Spread (FP - SSB),0.0008075916507748968
1w,1,∆ Spread (FP - SSB),0.0004461199835252597
1w,1,FWD 1m,0.02861772990632346
1w,1,∆ FWD 1m,0.002094703084584342
1w,1,FWD 3m,0.001156919622739882
1w,1,∆ FWD 3m,0.0013319679177240648
1w,1,FWD 6m,0.00046465686843282585
1w,1,∆ FWD 6m,0.001879953226235209
1w,1,FWD 12m,0.0017067756052264239
1w,1,∆ FWD 12m,0.0005757850965329824
1w,1,FWD Slope,0.0015159925106295448
1w,1,FWD Curvature,0.0007059636045648738
1w,1,∆ Export Volume 1w,0.0011887521044387178
1w,1,∆ Export Volume 2w,0.0014900943926059295
1w,1,∆ Export Volume 1m,0.003257317160345022
1w,1,∆ Chilean Exports 1w,0.0008747750447778921
1w,1,∆ Chilean Exports 2w,0.0006190348612253274
1w,1,∆ Chilean Exports 1m,0.000828793247491656
1w,1,∆ Chilean Exports 3m,0.00042319350808512626
1w,1,∆ Total Biomass Monthly,0.004458136573511008
1w,1,∆YOY Total Biomass Monthly,0.002238687480493305
1w,1,Avg Weight (KG) Monthly,0.000676999899595306
1w,1,YOY Avg Weight (KG) Monthly,0.005201853380138863
1w,1,Harvest Intensity 1m Monthly,0.002152431608708809
1w,1,Harvest Intensity 3m Monthly,0.0007705256909855983
1w,1,Loss Rate 1m Monthly,0.0013120468741275447
1w,1,Loss Rate 3m Monthly,0.0011254200129899457
1w,1,Loss Rate 6m Monthly,0.0004903406064399368
1w,1,Smolt Release 2m Monthly,0.0005301240208535377
1w,1,Smolt Release 3m Monthly,0.0004949221783683575
1w,1,Smolt Release 4m Monthly,0.0015330307073889856
1w,1,Smolt Release 5m Monthly,0.0011125818154483211
1w,1,Smolt Release 6m Monthly,0.0007371553276425235
1w,1,Smolt Release 7m Monthly,0.0010544219657174477
1w,1,Smolt Release 8m Monthly,0.0012958919042314846
1w,1,Smolt Release 9m Monthly,0.000894424945377592
1w,1,Smolt Release 10m Monthly,0.00134329609811056
1w,1,Smolt Release 11m Monthly,0.0004977139666179501
1w,1,Smolt Release 12m Monthly,0.0003025690672900881
1w,1,Smolt Release 13m Monthly,0.00045708071074279346
1w,1,Smolt Release 14m Monthly,0.0005864975775871773
1w,1,Smolt Release 15m Monthly,0.0006085026895402037
1w,1,Smolt Release 16m Monthly,0.0015552660875335139
1w,1,Smolt Release 17m Monthly,0.00032652789595452727
1w,1,Smolt Release 18m Monthly,0.0011236539818218194
1w,1,ISA Outbreak,0.0013283517416177078
1w,1,ISA Outbreak 1m,0.0005709384803840701
1w,1,ISA Outbreak 3m,0.0007984114494014192
1w,1,Lice Outbreak,0.001443929402822434
1w,1,Lice Outbreak 1m,0.0006677841144256129
1w,1,Lice Outbreak 3m,0.0020705310784667782
1w,1,Sea Temp,0.005314449666836739
1w,1,Sea Temp 12m Avg,0.0005757233169478597
1w,1,∆ EURNOK,0.0006960615846661832
1w,1,∆ EURNOK 1w,0.00106888104908447
1w,1,∆ EURNOK 2w,0.001135961082876454
1w,1,∆ EURNOK 1m,0.0008792796691491413
1w,1,∆ EURNOK 3m,0.0002665051347459426
1w,1,∆ EURNOK 6m,0.0008128365820460625
1w,1,∆ EURNOK 12m,0.00033779051780232384
1w,1,CPI NO Monthly,0.00046286117563879513
1w,1,NIBOR 3m,0.0008159829345497709
1w,1,∆ Shrimp Price (Global) 1m Monthly,0.0016551393222701254
1w,1,∆ Shrimp Price (Global) 3m Monthly,0.0005666379402939569
1w,1,∆ Shrimp Price (Global) 6m Monthly,0.0008371210081938187
1w,1,∆ Shrimp Price (Global) 12m Monthly,0.0005858722119426661
1w,1,∆ Broiler Price (EU) 1w,0.0004889344420697962
1w,1,∆ Broiler Price (EU) 2w,0.002956398526396551
1w,1,∆ Broiler Price (EU) 1m,0.0025991664770885483
1w,1,∆ Broiler Price (EU) 3m,0.0020450316068482267
1w,1,∆ Broiler Price (EU) 6m,0.0005427432519275957
1w,1,∆ Broiler Price (EU) 12m,0.00034708012344486196
1w,1,∆ Pig Price (EU),0.0010348891265987452
1w,1,∆ Pig Price (EU) 1w,0.0006555501278614956
1w,1,∆ Pig Price (EU) 2w,0.0004037984727682791
1w,1,∆ Pig Price (EU) 1m,0.0015209102801864184
1w,1,∆ Pig Price (EU) 3m,0.0005252298757853801
1w,1,∆ Pig Price (EU) 6m,0.0005779603250403957
1w,1,∆ Pig Price (EU) 12m,0.00021661864006012043
1w,1,Meat CPI (EU) Monthly,0.000535884005179603
1w,1,∆ Fishmeal 1m Monthly,0.0007242806586295041
1w,1,∆ Fishmeal 3m Monthly,0.0004311539571494948
1w,1,∆ Fishmeal 6m Monthly,0.0002085288037732861
1w,1,∆ Fishmeal 12m Monthly,0.0005365407170363071
1w,1,Brent FWD Slope,0.0008514047267619188
1w,1,Brent FWD Curvature,0.002398713068916368
1w,1,Soybean FWD Slope,0.0008842581461866756
1w,1,Soybean FWD Curvature,0.0008169543467960316
1w,1,Month_01,0.0
1w,1,Month_02,0.0001812106588367778
1w,1,Month_03,0.0
1w,1,Month_04,0.0
1w,1,Month_05,4.7342134875237235e-05
1w,1,Month_06,5.3734518544558886e-05
1w,1,Month_07,7.956520988982415e-05
1w,1,Month_08,0.0
1w,1,Month_09,0.0
1w,1,Month_10,0.0
1w,1,Month_11,0.0
1w,2,∆ Salmon (NOK/KG) 1w,0.0003407691206262744
1w,2,∆ Salmon (NOK/KG) 2w,0.002761706388760803
1w,2,∆ Salmon (NOK/KG) 1m,0.0009251478601437198
1w,2,∆ Salmon (NOK/KG) 3m,0.00026017606825871995
1w,2,∆ Salmon (NOK/KG) 6m,0.0005250701883351343
1w,2,∆ Salmon (NOK/KG) 12m,0.0003764256348566451
1w,2,Acc 1w,0.004276563732158727
1w,2,Acc 1m,0.0009118739157497348
1w,2,RVol 4w,0.0016654354782844512
1w,2,RVol 13w,0.00073246897871381
1w,2,RVol 52w,0.000957974508218431
1w,2,Spread (FP - SSB),0.0013251854393990232
1w,2,∆ Spread (FP - SSB),0.00035020558492135286
1w,2,FWD 1m,0.0316193760818371
1w,2,∆ FWD 1m,0.001009126697569904
1w,2,FWD 3m,0.002024641426953417
1w,2,∆ FWD 3m,0.0012035626710802945
1w,2,FWD 6m,0.000826926472118365
1w,2,∆ FWD 6m,0.0018170709018876516
1w,2,FWD 12m,0.0028455955225221027
1w,2,∆ FWD 12m,0.00048064254072404387
1w,2,FWD Slope,0.00208638492473577
1w,2,FWD Curvature,0.0015297723124077115
1w,2,∆ Export Volume 1w,0.0008138551170845251
1w,2,∆ Export Volume 2w,0.0010053035266682426
1w,2,∆ Export Volume 1m,0.001846701151518583
1w,2,∆ Chilean Exports 1w,0.0003894299177832954
1w,2,∆ Chilean Exports 2w,0.0012833189279681796
1w,2,∆ Chilean Exports 1m,0.0013448572199868036
1w,2,∆ Chilean Exports 3m,0.000664602154864694
1w,2,∆ Total Biomass Monthly,0.006967026138660467
1w,2,∆YOY Total Biomass Monthly,0.00047252826110240516
1w,2,Avg Weight (KG) Monthly,0.00142329699959259
1w,2,YOY Avg Weight (KG) Monthly,0.0018803126840264033
1w,2,Harvest Intensity 1m Monthly,0.0005846423188690197
1w,2,Harvest Intensity 3m Monthly,0.000707053874234356
1w,2,Loss Rate 1m Monthly,0.0009168311938607048
1w,2,Loss Rate 3m Monthly,0.0015355684415496
1w,2,Loss Rate 6m Monthly,0.0004710685154520052
