Horizon,Feature,Importance
12m,FWD 12m,0.04332326430487763
12m,Meat CPI (EU) Monthly,0.020871184089117544
12m,FWD Slope,0.017689406448321576
12m,Spread (FP - SSB),0.012802387888255643
12m,∆ Shrimp Price (Global) 12m Monthly,0.011931713899559536
12m,ISA Outbreak 1m,0.010690690812183693
12m,Brent FWD Slope,0.010153024383085863
12m,CPI NO Monthly,0.008845365005482587
12m,∆ Shrimp Price (Global) 6m Monthly,0.00645877488539397
12m,ISA Outbreak,0.006285209006708751
12m,NIBOR 3m,0.006275871108671773
12m,Loss Rate 6m Monthly,0.00607690706529907
12m,Soybean FWD Curvature,0.005600715844110509
12m,∆ Fishmeal 6m Monthly,0.004548172576542565
12m,∆ Broiler Price (EU) 6m,0.004486211684866097
12m,FWD 6m,0.004467090018830499
12m,∆ Salmon (NOK/KG) 2w,0.004203897819640993
12m,RVol 13w,0.00399132824463139
12m,∆ Total Biomass Monthly,0.003926332768454853
12m,Sea Temp,0.0038081254694854894
12m,∆ Shrimp Price (Global) 3m Monthly,0.00378437909630097
12m,Lice Outbreak,0.0035684624687421047
12m,FWD 3m,0.003542722949473491
12m,Smolt Release 18m Monthly,0.0032601497747830823
12m,FWD 1m,0.002926173384779454
12m,∆YOY Total Biomass Monthly,0.0028812093890594843
12m,Harvest Intensity 3m Monthly,0.002785135704354862
12m,Harvest Intensity 1m Monthly,0.002764892736750207
12m,Lice Outbreak 3m,0.002704619580224213
12m,YOY Avg Weight (KG) Monthly,0.002686134481856774
12m,∆ Broiler Price (EU) 12m,0.0026837405097023897
12m,∆ EURNOK 12m,0.0025537846148273274
12m,RVol 52w,0.0024734727006862976
12m,∆ Fishmeal 3m Monthly,0.0024305221776895944
12m,∆ Salmon (NOK/KG) 12m,0.002277790701635406
12m,∆ EURNOK 6m,0.0022449311821863037
12m,Avg Weight (KG) Monthly,0.002230054828749311
12m,∆ Broiler Price (EU) 3m,0.0021924904340780917
12m,∆ Fishmeal 12m Monthly,0.001986812520115026
12m,∆ Broiler Price (EU) 2w,0.0019224892909350934
12m,Lice Outbreak 1m,0.0019076691926014939
12m,∆ FWD 1m,0.0018520211801567473
12m,ISA Outbreak 3m,0.0018495014926831587
12m,∆ Spread (FP - SSB),0.0017813601520267812
12m,Smolt Release 5m Monthly,0.0017170875100878864
12m,∆ Pig Price (EU) 6m,0.0016369652408290939
12m,Smolt Release 11m Monthly,0.0016345061402848907
12m,Loss Rate 1m Monthly,0.0016024204535713639
12m,FWD Curvature,0.0015983607301044943
12m,Loss Rate 3m Monthly,0.0015064026936725424
12m,Sea Temp 12m Avg,0.001493111527242131
12m,Smolt Release 7m Monthly,0.0014265373525634876
12m,Smolt Release 17m Monthly,0.001298429803810516
12m,Acc 1w,0.0012738160917827252
12m,Smolt Release 9m Monthly,0.0012551993071599607
12m,∆ EURNOK 3m,0.0012346549893794074
12m,∆ Broiler Price (EU) 1m,0.0012243756284951981
12m,∆ Salmon (NOK/KG) 3m,0.0012151193994907885
12m,∆ Shrimp Price (Global) 1m Monthly,0.0011868197036398022
12m,Brent FWD Curvature,0.0011400172360570091
12m,Smolt Release 12m Monthly,0.0011205941806838086
12m,Acc 1m,0.0011035922924439371
12m,∆ Pig Price (EU) 1w,0.0010797691578204875
12m,Soybean FWD Slope,0.0010582589072606174
12m,Smolt Release 6m Monthly,0.0010419826814145573
12m,∆ EURNOK,0.0010321027744558924
12m,RVol 4w,0.001001839131283739
12m,∆ Pig Price (EU) 1m,0.0009782540702698913
12m,Smolt Release 4m Monthly,0.000942966362692378
12m,∆ Broiler Price (EU) 1w,0.000931709820210547
12m,Smolt Release 15m Monthly,0.0009107692477173386
12m,∆ EURNOK 1w,0.0009056347817780833
12m,∆ Fishmeal 1m Monthly,0.000875968763620029
12m,∆ Export Volume 1m,0.0008338159811049161
12m,∆ Salmon (NOK/KG) 6m,0.000817559421440545
12m,∆ Chilean Exports 2w,0.0007905987102653376
12m,∆ Chilean Exports 1m,0.0007051874391939415
12m,Smolt Release 16m Monthly,0.0006809813101777888
12m,∆ EURNOK 1m,0.0006574703482840138
12m,Smolt Release 14m Monthly,0.0006441412080382121
12m,∆ FWD 12m,0.0006437439268182013
12m,Smolt Release 13m Monthly,0.0006353915685829906
12m,∆ Pig Price (EU) 2w,0.0006091978298075456
12m,Smolt Release 2m Monthly,0.0006070860903143583
12m,∆ Export Volume 1w,0.0006066893885972591
12m,∆ FWD 3m,0.0006022710430578545
12m,Smolt Release 10m Monthly,0.0005628375577857464
12m,∆ EURNOK 2w,0.0005243952708211613
12m,∆ FWD 6m,0.0005136443130883624
12m,∆ Salmon (NOK/KG) 1m,0.0004948722123481208
12m,Smolt Release 8m Monthly,0.00045903894702128734
12m,∆ Export Volume 2w,0.00043716494287045465
12m,∆ Salmon (NOK/KG) 1w,0.00040775980253806297
12m,∆ Chilean Exports 3m,0.0003998866619519319
12m,∆ Chilean Exports 1w,0.0003881310121206951
12m,∆ Pig Price (EU) 12m,0.0003394915060069101
12m,Smolt Release 3m Monthly,0.0003145073003426591
12m,∆ Pig Price (EU),0.00028637206210277856
12m,∆ Pig Price (EU) 3m,0.00024426081087104836
12m,Month_06,0.0
12m,Month_10,0.0
12m,Month_09,0.0
12m,Month_08,0.0
12m,Month_07,0.0
12m,Month_03,0.0
12m,Month_05,0.0
12m,Month_04,0.0
12m,Month_02,0.0
12m,Month_01,0.0
12m,Month_11,0.0
