Horizon,Feature,Importance
0w,FWD 1m,0.01668783722576988
0w,Acc 1w,0.009713183929843638
0w,FWD 12m,0.0026401142639642682
0w,FWD Slope,0.0021462267896912835
0w,∆ FWD 1m,0.0019295498821678297
0w,Spread (FP - SSB),0.001704285553641924
0w,RVol 52w,0.001551319461664931
0w,∆ Total Biomass Monthly,0.0013019682333432385
0w,YOY Avg Weight (KG) Monthly,0.0011835309385554963
0w,∆ EURNOK 1w,0.0011262710884482367
0w,∆ Broiler Price (EU) 1m,0.0010378971533006704
0w,∆ Export Volume 1m,0.0008156536948820645
0w,∆ Salmon (NOK/KG) 1w,0.0008026440368319089
0w,FWD 3m,0.0006604925748729613
0w,Acc 1m,0.000657619366661745
0w,∆ Pig Price (EU) 1w,0.0006244103279519766
0w,Avg Weight (KG) Monthly,0.0006027376142293907
0w,∆ Fishmeal 1m Monthly,0.000584785322026086
0w,Sea Temp,0.000571646349854516
0w,∆ Salmon (NOK/KG) 2w,0.0005680249536786878
0w,∆ Broiler Price (EU) 2w,0.000555216503696928
0w,Smolt Release 13m Monthly,0.0005356909846023979
0w,Harvest Intensity 1m Monthly,0.0005172723764564762
0w,∆ Pig Price (EU) 1m,0.0004940324738208937
0w,∆ Broiler Price (EU) 1w,0.0004893387760985279
0w,∆ FWD 3m,0.00048342277161109767
0w,∆ Export Volume 2w,0.0004816031448534544
0w,Soybean FWD Slope,0.00046729536597122945
0w,∆ EURNOK 6m,0.0004440149912177486
0w,ISA Outbreak,0.0004430475557458075
0w,Smolt Release 10m Monthly,0.0004163492731092913
0w,Loss Rate 6m Monthly,0.00040443049097955687
0w,ISA Outbreak 3m,0.0004019320862403581
0w,∆ FWD 12m,0.00038807918984649177
0w,∆YOY Total Biomass Monthly,0.0003854369402933593
0w,∆ Salmon (NOK/KG) 3m,0.00038216987900865793
0w,NIBOR 3m,0.0003651550406024526
0w,∆ EURNOK 1m,0.0003474496752098535
0w,∆ Salmon (NOK/KG) 1m,0.0003444765924355599
0w,Smolt Release 16m Monthly,0.0003411793414204542
0w,∆ Pig Price (EU),0.00034069819236731474
0w,∆ Spread (FP - SSB),0.00032714915404529274
0w,Smolt Release 5m Monthly,0.00031715982642445764
0w,RVol 13w,0.0003138310492599235
0w,∆ EURNOK,0.00030745280504089966
0w,∆ Chilean Exports 1m,0.0003047046401353951
0w,FWD Curvature,0.0003006215523802534
0w,∆ Shrimp Price (Global) 3m Monthly,0.00029993462933506406
0w,Smolt Release 7m Monthly,0.0002982462772918819
0w,∆ FWD 6m,0.0002953820196706511
0w,Smolt Release 6m Monthly,0.00028357529312640465
0w,Smolt Release 4m Monthly,0.00027716290075351156
0w,Meat CPI (EU) Monthly,0.00027602750145410446
0w,∆ Shrimp Price (Global) 1m Monthly,0.0002640813113309447
0w,∆ Broiler Price (EU) 3m,0.00026278664758848516
0w,Smolt Release 14m Monthly,0.00026216890250704085
0w,Loss Rate 1m Monthly,0.00025788394020285045
0w,∆ EURNOK 12m,0.000257612178728169
0w,Smolt Release 18m Monthly,0.00024946291104765723
0w,Soybean FWD Curvature,0.00024540235395876224
0w,Brent FWD Curvature,0.00024390447912325268
0w,∆ Chilean Exports 2w,0.0002387803230888783
0w,Smolt Release 8m Monthly,0.00023291251281552303
0w,∆ Fishmeal 3m Monthly,0.00022102797645752586
0w,∆ Export Volume 1w,0.0002174037101991913
0w,Brent FWD Slope,0.00021668193851463567
0w,∆ Fishmeal 6m Monthly,0.00020927881963174298
0w,Loss Rate 3m Monthly,0.0002013659789257837
0w,Smolt Release 2m Monthly,0.00019595172562402545
0w,∆ Shrimp Price (Global) 12m Monthly,0.00019154121176332846
0w,∆ EURNOK 3m,0.00019075911873521863
0w,∆ Pig Price (EU) 6m,0.0001871734257542472
0w,∆ Salmon (NOK/KG) 12m,0.00018039806266994756
0w,∆ Fishmeal 12m Monthly,0.00017504426544129374
0w,∆ EURNOK 2w,0.00017469322477210207
0w,Smolt Release 11m Monthly,0.00017407010915074968
0w,Smolt Release 9m Monthly,0.0001740542546281352
0w,RVol 4w,0.0001724007237425933
0w,∆ Pig Price (EU) 12m,0.00016832808793718724
0w,∆ Pig Price (EU) 2w,0.0001666926153572641
0w,∆ Chilean Exports 1w,0.00016405683342205542
0w,Sea Temp 12m Avg,0.00016121873945298075
0w,Smolt Release 12m Monthly,0.0001557581231721071
0w,Harvest Intensity 3m Monthly,0.0001415099554936513
0w,∆ Salmon (NOK/KG) 6m,0.0001383057845496027
0w,∆ Broiler Price (EU) 6m,0.00012339995575058718
0w,Lice Outbreak,0.00011551064324443356
0w,∆ Pig Price (EU) 3m,9.927254838275084e-05
0w,∆ Chilean Exports 3m,9.532417412015433e-05
0w,FWD 6m,9.179419732119965e-05
0w,Lice Outbreak 1m,7.732501213329273e-05
0w,Month_08,4.878766289749336e-05
0w,Month_09,4.822068622753967e-05
0w,Month_07,4.3492661852666805e-05
0w,∆ Shrimp Price (Global) 6m Monthly,3.987899326225938e-05
0w,Month_06,3.7104743144285146e-05
0w,Smolt Release 17m Monthly,3.3662653914001287e-05
0w,Month_03,0.0
0w,Month_10,0.0
0w,Month_05,0.0
0w,Month_04,0.0
0w,Lice Outbreak 3m,0.0
0w,Month_02,0.0
0w,Month_01,0.0
0w,ISA Outbreak 1m,0.0
0w,Smolt Release 15m Monthly,0.0
0w,CPI NO Monthly,0.0
0w,Smolt Release 3m Monthly,0.0
0w,∆ Broiler Price (EU) 12m,0.0
0w,Month_11,0.0
