Horizon,Feature,Importance
6m,FWD 6m,0.046645523821954624
6m,ISA Outbreak,0.034939379429395526
6m,FWD Slope,0.03136367474528325
6m,Spread (FP - SSB),0.024655883435226688
6m,∆ Fishmeal 3m Monthly,0.02302612132310846
6m,∆YOY Total Biomass Monthly,0.0218166692763817
6m,FWD Curvature,0.019470231714952487
6m,FWD 3m,0.014837633954573212
6m,Smolt Release 2m Monthly,0.01228272725177153
6m,ISA Outbreak 1m,0.012249708715681344
6m,FWD 12m,0.011558233806415108
6m,Harvest Intensity 1m Monthly,0.010112043617749573
6m,ISA Outbreak 3m,0.008693243035782264
6m,∆ Total Biomass Monthly,0.007418485736857436
6m,RVol 52w,0.005541049474981022
6m,Meat CPI (EU) Monthly,0.005068115582211989
6m,Smolt Release 13m Monthly,0.004302618734957756
6m,YOY Avg Weight (KG) Monthly,0.004101814565271314
6m,Smolt Release 7m Monthly,0.0026934340360856715
6m,Avg Weight (KG) Monthly,0.001976031290453999
6m,NIBOR 3m,0.001918884296523241
6m,∆ Fishmeal 6m Monthly,0.0018642136319107967
6m,∆ EURNOK 12m,0.0015625730940822345
6m,Harvest Intensity 3m Monthly,0.0015501988954401496
6m,Smolt Release 14m Monthly,0.0015432328955292663
6m,∆ EURNOK 1m,0.0012430822982268715
6m,Smolt Release 9m Monthly,0.0012407272362063362
6m,Smolt Release 18m Monthly,0.0011893208169767358
6m,Smolt Release 10m Monthly,0.000958077972955424
6m,∆ EURNOK 6m,0.0008958436323398688
6m,∆ Shrimp Price (Global) 3m Monthly,0.0006871343848952754
6m,Smolt Release 15m Monthly,0.0006734307552158525
6m,RVol 13w,0.0005936724416113515
6m,∆ EURNOK 3m,0.0005138124424717852
6m,∆ Fishmeal 12m Monthly,0.00045558350387021917
6m,Acc 1m,0.0004495046973016531
6m,Smolt Release 11m Monthly,0.0003315460030779331
6m,Lice Outbreak 3m,0.00012024566041394959
6m,Brent FWD Slope,0.00011756057408553499
6m,∆ Shrimp Price (Global) 1m Monthly,0.0
6m,∆ Shrimp Price (Global) 6m Monthly,0.0
6m,∆ Shrimp Price (Global) 12m Monthly,0.0
6m,Month_09,0.0
6m,Month_08,0.0
6m,Month_07,0.0
6m,Month_06,0.0
6m,∆ Broiler Price (EU) 2w,0.0
6m,∆ Broiler Price (EU) 1m,0.0
6m,CPI NO Monthly,0.0
6m,Month_10,0.0
6m,∆ Broiler Price (EU) 3m,0.0
6m,∆ Broiler Price (EU) 1w,0.0
6m,∆ Fishmeal 1m Monthly,0.0
6m,Month_05,0.0
6m,∆ Pig Price (EU) 6m,0.0
6m,Brent FWD Curvature,0.0
6m,Soybean FWD Slope,0.0
6m,Soybean FWD Curvature,0.0
6m,Month_01,0.0
6m,Month_02,0.0
6m,∆ Pig Price (EU) 12m,0.0
6m,∆ Pig Price (EU) 3m,0.0
6m,∆ Broiler Price (EU) 12m,0.0
6m,Month_03,0.0
6m,∆ Pig Price (EU) 1m,0.0
6m,∆ Pig Price (EU) 2w,0.0
6m,∆ Pig Price (EU) 1w,0.0
6m,∆ Pig Price (EU),0.0
6m,Month_04,0.0
6m,∆ Broiler Price (EU) 6m,0.0
6m,∆ Salmon (NOK/KG) 1w,0.0
6m,∆ EURNOK 2w,0.0
6m,∆ FWD 1m,0.0
6m,∆ Chilean Exports 1w,0.0
6m,∆ Export Volume 1m,0.0
6m,∆ Export Volume 2w,0.0
6m,∆ Export Volume 1w,0.0
6m,∆ FWD 12m,0.0
6m,∆ FWD 6m,0.0
6m,∆ FWD 3m,0.0
6m,FWD 1m,0.0
6m,∆ Chilean Exports 1m,0.0
6m,∆ Spread (FP - SSB),0.0
6m,RVol 4w,0.0
6m,Acc 1w,0.0
6m,∆ Salmon (NOK/KG) 12m,0.0
6m,∆ Salmon (NOK/KG) 6m,0.0
6m,∆ Salmon (NOK/KG) 3m,0.0
6m,∆ Salmon (NOK/KG) 1m,0.0
6m,∆ Chilean Exports 2w,0.0
6m,∆ Chilean Exports 3m,0.0
6m,∆ EURNOK 1w,0.0
6m,Smolt Release 16m Monthly,0.0
6m,∆ EURNOK,0.0
6m,Sea Temp 12m Avg,0.0
6m,Sea Temp,0.0
6m,Lice Outbreak 1m,0.0
6m,Lice Outbreak,0.0
6m,∆ Salmon (NOK/KG) 2w,0.0
6m,Smolt Release 17m Monthly,0.0
6m,Smolt Release 12m Monthly,0.0
6m,Loss Rate 1m Monthly,0.0
6m,Smolt Release 8m Monthly,0.0
6m,Smolt Release 6m Monthly,0.0
6m,Smolt Release 5m Monthly,0.0
6m,Smolt Release 4m Monthly,0.0
6m,Smolt Release 3m Monthly,0.0
6m,Loss Rate 6m Monthly,0.0
6m,Loss Rate 3m Monthly,0.0
6m,Month_11,0.0
