Horizon,Feature,Importance
3m,Smolt Release 15m Monthly,15.58586
3m,FWD 1m,14.507039
3m,FWD 3m,12.797864
3m,RVol 52w,10.706038
3m,FWD 12m,10.689584
3m,Smolt Release 14m Monthly,8.700702
3m,Smolt Release 8m Monthly,8.027588
3m,Soybean FWD Curvature,7.933197
3m,ISA Outbreak 1m,6.65889
3m,Month_06,4.3932405
3m,NIBOR 3m,0.0
3m,CPI NO Monthly,0.0
3m,∆ EURNOK 12m,0.0
3m,∆ EURNOK,0.0
3m,∆ EURNOK 6m,0.0
3m,∆ EURNOK 3m,0.0
3m,∆ EURNOK 1m,0.0
3m,∆ EURNOK 2w,0.0
3m,∆ EURNOK 1w,0.0
3m,Smolt Release 13m Monthly,0.0
3m,ISA Outbreak,0.0
3m,Smolt Release 18m Monthly,0.0
3m,Smolt Release 17m Monthly,0.0
3m,Smolt Release 16m Monthly,0.0
3m,∆ Shrimp Price (Global) 3m Monthly,0.0
3m,Smolt Release 12m Monthly,0.0
3m,Smolt Release 11m Monthly,0.0
3m,Smolt Release 10m Monthly,0.0
3m,∆ Shrimp Price (Global) 1m Monthly,0.0
3m,∆ Fishmeal 1m Monthly,0.0
3m,∆ Shrimp Price (Global) 6m Monthly,0.0
3m,∆ Shrimp Price (Global) 12m Monthly,0.0
3m,Month_10,0.0
3m,Month_09,0.0
3m,Month_08,0.0
3m,Month_07,0.0
3m,Month_05,0.0
3m,Month_04,0.0
3m,Month_03,0.0
3m,Month_02,0.0
3m,Month_01,0.0
3m,Soybean FWD Slope,0.0
3m,Brent FWD Curvature,0.0
3m,Brent FWD Slope,0.0
3m,∆ Fishmeal 12m Monthly,0.0
3m,∆ Fishmeal 6m Monthly,0.0
3m,∆ Fishmeal 3m Monthly,0.0
3m,Smolt Release 7m Monthly,0.0
3m,Meat CPI (EU) Monthly,0.0
3m,Smolt Release 9m Monthly,0.0
3m,Smolt Release 2m Monthly,0.0
3m,Smolt Release 6m Monthly,0.0
3m,Smolt Release 5m Monthly,0.0
3m,∆ FWD 12m,0.0
3m,∆ FWD 6m,0.0
3m,FWD 6m,0.0
3m,∆ FWD 3m,0.0
3m,∆ FWD 1m,0.0
3m,∆ Spread (FP - SSB),0.0
3m,Spread (FP - SSB),0.0
3m,RVol 13w,0.0
3m,RVol 4w,0.0
3m,Acc 1m,0.0
3m,Acc 1w,0.0
3m,∆ Salmon (NOK/KG) 12m,0.0
3m,∆ Salmon (NOK/KG) 6m,0.0
3m,∆ Salmon (NOK/KG) 3m,0.0
3m,∆ Salmon (NOK/KG) 1m,0.0
3m,∆ Salmon (NOK/KG) 2w,0.0
3m,∆ Salmon (NOK/KG) 1w,0.0
3m,FWD Slope,0.0
3m,FWD Curvature,0.0
3m,∆ Export Volume 1w,0.0
3m,YOY Avg Weight (KG) Monthly,0.0
3m,Smolt Release 4m Monthly,0.0
3m,Smolt Release 3m Monthly,0.0
3m,Loss Rate 6m Monthly,0.0
3m,Loss Rate 3m Monthly,0.0
3m,Loss Rate 1m Monthly,0.0
3m,Harvest Intensity 3m Monthly,0.0
3m,Harvest Intensity 1m Monthly,0.0
3m,Avg Weight (KG) Monthly,0.0
3m,∆ Export Volume 2w,0.0
3m,∆YOY Total Biomass Monthly,0.0
3m,∆ Total Biomass Monthly,0.0
3m,∆ Chilean Exports 3m,0.0
3m,∆ Chilean Exports 1m,0.0
3m,∆ Chilean Exports 2w,0.0
3m,∆ Chilean Exports 1w,0.0
3m,∆ Export Volume 1m,0.0
3m,Month_11,0.0
