Horizon,Feature,Importance
1m,FWD 1m,38.02628
1m,Smolt Release 16m Monthly,18.153185
1m,Month_11,8.966494
1m,Month_08,8.109209
1m,Month_02,7.354303
1m,RVol 52w,7.2348733
1m,FWD 12m,6.8610606
1m,Month_07,5.294608
1m,∆ EURNOK 2w,0.0
1m,ISA Outbreak 3m,0.0
1m,∆ EURNOK,0.0
1m,∆ EURNOK 1w,0.0
1m,∆ EURNOK 6m,0.0
1m,∆ EURNOK 1m,0.0
1m,∆ EURNOK 3m,0.0
1m,ISA Outbreak,0.0
1m,ISA Outbreak 1m,0.0
1m,Smolt Release 14m Monthly,0.0
1m,Smolt Release 18m Monthly,0.0
1m,Smolt Release 17m Monthly,0.0
1m,Smolt Release 15m Monthly,0.0
1m,CPI NO Monthly,0.0
1m,Smolt Release 13m Monthly,0.0
1m,Smolt Release 12m Monthly,0.0
1m,Smolt Release 11m Monthly,0.0
1m,Smolt Release 10m Monthly,0.0
1m,∆ EURNOK 12m,0.0
1m,∆ Shrimp Price (Global) 6m Monthly,0.0
1m,NIBOR 3m,0.0
1m,Brent FWD Curvature,0.0
1m,Month_09,0.0
1m,Month_06,0.0
1m,Month_05,0.0
1m,Month_04,0.0
1m,Month_03,0.0
1m,Month_01,0.0
1m,Soybean FWD Curvature,0.0
1m,Soybean FWD Slope,0.0
1m,Brent FWD Slope,0.0
1m,∆ Shrimp Price (Global) 1m Monthly,0.0
1m,∆ Fishmeal 12m Monthly,0.0
1m,∆ Fishmeal 6m Monthly,0.0
1m,∆ Fishmeal 3m Monthly,0.0
1m,∆ Fishmeal 1m Monthly,0.0
1m,Meat CPI (EU) Monthly,0.0
1m,∆ Shrimp Price (Global) 12m Monthly,0.0
1m,Smolt Release 8m Monthly,0.0
1m,∆ Shrimp Price (Global) 3m Monthly,0.0
1m,Smolt Release 9m Monthly,0.0
1m,Smolt Release 4m Monthly,0.0
1m,Smolt Release 7m Monthly,0.0
1m,RVol 13w,0.0
1m,∆ FWD 12m,0.0
1m,∆ FWD 6m,0.0
1m,FWD 6m,0.0
1m,∆ FWD 3m,0.0
1m,FWD 3m,0.0
1m,∆ FWD 1m,0.0
1m,∆ Spread (FP - SSB),0.0
1m,Spread (FP - SSB),0.0
1m,RVol 4w,0.0
1m,Smolt Release 6m Monthly,0.0
1m,Acc 1m,0.0
1m,Acc 1w,0.0
1m,∆ Salmon (NOK/KG) 12m,0.0
1m,∆ Salmon (NOK/KG) 6m,0.0
1m,∆ Salmon (NOK/KG) 3m,0.0
1m,∆ Salmon (NOK/KG) 1m,0.0
1m,∆ Salmon (NOK/KG) 2w,0.0
1m,∆ Salmon (NOK/KG) 1w,0.0
1m,FWD Slope,0.0
1m,FWD Curvature,0.0
1m,∆ Export Volume 1w,0.0
1m,∆ Export Volume 2w,0.0
1m,Smolt Release 5m Monthly,0.0
1m,Smolt Release 3m Monthly,0.0
1m,Smolt Release 2m Monthly,0.0
1m,Loss Rate 6m Monthly,0.0
1m,Loss Rate 3m Monthly,0.0
1m,Loss Rate 1m Monthly,0.0
1m,Harvest Intensity 3m Monthly,0.0
1m,Harvest Intensity 1m Monthly,0.0
1m,YOY Avg Weight (KG) Monthly,0.0
1m,Avg Weight (KG) Monthly,0.0
1m,∆YOY Total Biomass Monthly,0.0
1m,∆ Total Biomass Monthly,0.0
1m,∆ Chilean Exports 3m,0.0
1m,∆ Chilean Exports 1m,0.0
1m,∆ Chilean Exports 2w,0.0
1m,∆ Chilean Exports 1w,0.0
1m,∆ Export Volume 1m,0.0
1m,Month_10,0.0
