Uke,År,Lokalitetsnummer,Lokalitetsnavn,Sykdom,Status,Fra dato,Til dato,Kommunenummer,Kommune,Fylkesnummer,Fylke,Lat,Lon,ProduksjonsområdeId,Produksjonsområde,UtbruddsId,Subtype,Mistanke-dato,Påvist-dato,Tømt-dato,Avsluttet-dato
14,2026,12988,Aukrasanden,ILA,Mistanke,2025-08-04,,1547,AUKRA,15,Møre og Romsdal,62.783417,6.92605,5,Stadt til Hustadvika,751fcedd-666c-4a26-9564-b36f67127a51,,2025-08-04,,2025-09-06,
14,2026,12625,Bjørgan,ILA,Påvist,2025-11-24,,5049,FLATANGER,50,Trøndelag,64.59268,10.908333,7,Nord-Trøndelag med Bindal,ac74aa03-a3ee-4a2e-8e9a-6e4d3602751a,,2025-11-24,2025-12-10,2025-12-26,
14,2026,45072,Bleket,PD,Påvist,2025-12-03,,4602,KINN,46,Vestland,61.911667,5.092217,4,Nordhordaland til Stadt,a1de9bfa-48ce-4a28-9c88-e8c010874d01,SAV3,2025-12-03,2025-12-18,,
14,2026,13841,Brunsvik,PD,Påvist,2026-02-13,,4602,KINN,46,Vestland,61.910183,5.29085,4,Nordhordaland til Stadt,baf84c77-5287-40f4-b7e1-73d347760178,SAV3,2026-02-13,2026-02-24,,
14,2026,11543,Buholmen,PD,Påvist,2025-01-22,,4625,AUSTEVOLL,46,Vestland,60.020466,5.080083,3,Karmøy til Sotra,3f4af387-0e08-4129-b4b5-01f4b31748f4,SAV3,2025-01-22,2025-03-26,,
14,2026,10757,Dåvøya,ILA,Påvist,2025-10-10,,5534,KARLSØY,55,Troms,70.0722,19.341066,11,Kvaløya til Loppa,a4b09de8-9d00-4976-abbc-19e5fd294399,,2025-10-10,2025-10-22,2025-12-04,
14,2026,13711,Dyvika,PD,Påvist,2025-03-05,,4645,ASKVOLL,46,Vestland,61.479282,5.375283,4,Nordhordaland til Stadt,0fa28ddb-cc32-42c4-9250-342795f6ed59,SAV3,2025-03-05,2025-03-25,2025-12-14,
14,2026,33077,Elveneset,PD,Påvist,2025-08-27,,4637,HYLLESTAD,46,Vestland,61.205833,5.131717,4,Nordhordaland til Stadt,0efdb5cf-fa39-45ae-b5d6-03d9ec216e15,SAV3,2025-08-27,2025-09-08,,
14,2026,13241,Endal Vest,PD,Mistanke,2026-01-12,,4648,BREMANGER,46,Vestland,61.909832,5.464267,4,Nordhordaland til Stadt,6868a1f4-b700-4708-846c-56649e28f8e3,SAV3,2026-01-12,,2026-01-21,
14,2026,25835,Flatøyflu,PD,Påvist,2025-02-03,,4625,AUSTEVOLL,46,Vestland,60.156033,5.2315,3,Karmøy til Sotra,9f7ad7b4-2406-4db8-93f8-a2130c1ca130,SAV3,2025-02-03,2025-03-27,,
14,2026,31357,Geitryggen,ILA,Påvist,2026-02-20,,5060,NÆRØYSUND,50,Trøndelag,64.75127,11.189217,7,Nord-Trøndelag med Bindal,358d11b9-3a84-4c31-898b-fd16514c4dbd,,2026-02-20,2026-03-04,,
14,2026,12435,Grøttingsøy,PD,Påvist,2025-09-15,,5014,FRØYA,50,Trøndelag,63.87955,8.547883,6,Nordmøre og Sør-Trøndelag,47ca80b5-28cf-4545-949a-05d5acfc682b,SAV2,2025-09-15,2025-10-21,,
14,2026,17177,Grunneneset,PD,Påvist,2026-01-09,,4648,BREMANGER,46,Vestland,61.89445,5.34815,4,Nordhordaland til Stadt,59b123c9-202b-447f-8124-7764883a53c4,SAV3,2026-01-09,2026-02-05,2026-02-01,
14,2026,39537,Gyltneset,ILA,Påvist,2025-09-17,,5007,NAMSOS,50,Trøndelag,64.683815,11.36595,7,Nord-Trøndelag med Bindal,87e5cdfa-1d36-411a-a55b-ab01b9bdd686,,2025-09-17,2025-10-02,2025-10-21,
14,2026,13503,Heggvika,PD,Påvist,2026-01-19,,5056,HITRA,50,Trøndelag,63.610733,9.0523,6,Nordmøre og Sør-Trøndelag,dabd41fe-1477-44b9-9e7a-d645335dd150,SAV2,2026-01-19,2026-02-25,,
14,2026,13503,Heggvika,BKD,Mistanke,2026-03-23,,5056,HITRA,50,Trøndelag,63.610733,9.0523,6,Nordmøre og Sør-Trøndelag,0803ee57-bda1-4555-bdee-af2a3ec74cec,,2026-03-23,,,
14,2026,45010,Holand,ILA,Påvist,2025-05-30,,1870,SORTLAND,18,Nordland,68.63108,15.269267,9,Vestfjorden og Vesterålen,2d178cd8-93df-4742-a3ac-6f378ede5513,,2025-05-30,2025-06-13,2025-06-21,
14,2026,11405,Innerbrokløysa,ILA,Mistanke,2025-07-28,,1870,SORTLAND,18,Nordland,68.63045,15.482067,9,Vestfjorden og Vesterålen,416fd271-2ab1-462e-b85f-90a01965e323,,2025-07-28,,,
14,2026,11405,Innerbrokløysa,ILA,Påvist,,,1870,SORTLAND,18,Nordland,68.63045,15.482067,9,Vestfjorden og Vesterålen,19a597b9-a773-45ee-b108-a68e5a0b2236,,,2025-08-06,,
14,2026,12348,Kåholmen,BKD,Påvist,2026-01-19,,5056,HITRA,50,Trøndelag,63.617184,8.994133,6,Nordmøre og Sør-Trøndelag,5c71d850-77fb-4cda-abe0-627c4acf6303,,2026-01-19,2026-01-29,,
14,2026,12348,Kåholmen,PD,Mistanke,2026-02-16,,5056,HITRA,50,Trøndelag,63.617184,8.994133,6,Nordmøre og Sør-Trøndelag,42c7b1e9-eb6b-4b56-bc76-0e245073df19,SAV2,2026-02-16,,,
14,2026,22915,Kalsøyflu,PD,Påvist,2025-02-11,,4625,AUSTEVOLL,46,Vestland,60.03818,5.114417,3,Karmøy til Sotra,97ba4796-cb04-4238-8acf-8738dc3ccf6d,SAV3,2025-02-11,2025-03-05,,
14,2026,14042,Kattholmen,PD,Påvist,2026-01-16,,5014,FRØYA,50,Trøndelag,63.867683,8.677683,6,Nordmøre og Sør-Trøndelag,a72a74a9-c032-47a3-81f6-0adbad23a005,SAV2,2026-01-16,2026-02-20,,
14,2026,10409,Kjelneset,ILA,Påvist,2025-11-21,,5007,NAMSOS,50,Trøndelag,64.64387,11.388867,7,Nord-Trøndelag med Bindal,25f372d6-a5bd-4272-ad69-3f1a8b7357a1,,2025-11-21,2025-12-01,2025-12-12,
14,2026,32577,Klammerholmen,PD,Påvist,2025-10-30,,4625,AUSTEVOLL,46,Vestland,60.08165,5.168567,3,Karmøy til Sotra,5dc48cec-c1bb-467d-87da-92e377f0df1a,SAV3,2025-10-30,2025-12-19,,
14,2026,12980,Klubben,PD,Påvist,2025-04-29,,4636,SOLUND,46,Vestland,61.17955,5.00315,4,Nordhordaland til Stadt,1a46ea41-e782-4bd1-96e1-01d2dea5694a,SAV3,2025-04-29,2025-05-16,,
14,2026,35377,Kveitskjeret,PD,Påvist,2026-02-02,,5014,FRØYA,50,Trøndelag,63.82503,8.444633,6,Nordmøre og Sør-Trøndelag,73367c43-e520-4d96-b2be-1d4b01f56a78,SAV2,2026-02-02,2026-02-18,,
14,2026,20595,Kyrholmen S,PD,Påvist,2025-03-26,,4625,AUSTEVOLL,46,Vestland,60.161583,5.207633,3,Karmøy til Sotra,9212ee4c-003f-411d-b268-79bfb6a8e38c,SAV3,2025-03-26,2025-05-20,,
14,2026,11791,Langeråa,PD,Påvist,2025-05-07,,4602,KINN,46,Vestland,61.633835,4.864633,4,Nordhordaland til Stadt,f501049a-110f-4055-9d61-0c7df5dccbe7,SAV3,2025-05-07,2025-05-23,2026-02-28,
14,2026,20559,Langskjæra,PD,Påvist,2026-03-13,,5014,FRØYA,50,Trøndelag,63.8225,8.75505,6,Nordmøre og Sør-Trøndelag,f7f737ca-e988-445c-9678-79576fc3191b,SAV2,2026-03-13,2026-03-27,,
14,2026,33557,Langskjæra II,PD,Mistanke,2026-03-13,,5014,FRØYA,50,Trøndelag,63.821815,8.743433,6,Nordmøre og Sør-Trøndelag,f7e22aac-3070-4cbf-aadc-631dd846418c,SAV2,2026-03-13,,,
14,2026,14039,Litle Lunnøy,PD,Påvist,2025-03-06,,4625,AUSTEVOLL,46,Vestland,60.02005,5.169533,3,Karmøy til Sotra,48c92b0f-dc13-4f53-8cdc-651250f9f6e2,SAV3,2025-03-06,2025-03-21,,
14,2026,13549,Løypingneset,PD,Påvist,2026-03-10,,4648,BREMANGER,46,Vestland,61.821335,5.250533,4,Nordhordaland til Stadt,4711670f-6760-494d-8411-4f3a7c30bf66,SAV3,2026-03-10,2026-03-24,,
14,2026,45206,Lyngholmane,PD,Påvist,2025-07-14,,4636,SOLUND,46,Vestland,61.19315,4.8515,4,Nordhordaland til Stadt,170d5602-4f8d-468f-a7e7-d520269862e7,SAV3,2025-07-14,2025-07-28,2026-01-18,
14,2026,12385,Lyngvær Ø II,PD,Mistanke,2026-02-26,,5014,FRØYA,50,Trøndelag,63.80621,8.567418,6,Nordmøre og Sør-Trøndelag,b191d19f-e771-43d2-95d1-a0966e4b3914,SAV2,2026-02-26,,,
14,2026,10232,Mannbruholmen,PD,Påvist,2025-12-17,,5014,FRØYA,50,Trøndelag,63.84705,8.536867,6,Nordmøre og Sør-Trøndelag,6c39109d-7439-4565-8479-71f06b1b07a2,SAV2,2025-12-17,2026-01-26,,
14,2026,27055,Oddane,PD,Påvist,2025-04-02,,4602,KINN,46,Vestland,61.540367,4.968933,4,Nordhordaland til Stadt,3994f748-38c7-4849-b55b-36d6a3c4723e,SAV3,2025-04-02,2025-04-16,,
14,2026,33737,Olausskjæret,PD,Påvist,2026-01-09,,5014,FRØYA,50,Trøndelag,63.7917,8.504717,6,Nordmøre og Sør-Trøndelag,782028e4-57ba-40af-8f3d-63dccfd7d97d,SAV2,2026-01-09,2026-02-20,,
14,2026,38797,Oløya N,PD,Påvist,2026-02-03,,5014,FRØYA,50,Trøndelag,63.852734,8.591083,6,Nordmøre og Sør-Trøndelag,131a3d4d-9ad8-4c37-84c8-406816e17832,SAV2,2026-02-03,2026-03-02,,
14,2026,12394,Ørnøya,PD,Påvist,2026-01-30,,5014,FRØYA,50,Trøndelag,63.760017,8.4477,6,Nordmøre og Sør-Trøndelag,d647b05d-08a2-4f82-b5ea-2c6ed74cb30b,SAV2,2026-01-30,2026-03-05,,
14,2026,19655,Ospeneset,ILA,Påvist,2025-12-15,,4631,ALVER,46,Vestland,60.74687,5.268483,4,Nordhordaland til Stadt,0fa7f62a-1865-4556-81a9-48c689aaced9,,2025-12-15,2025-12-24,2026-01-20,
14,2026,33417,Persflua,PD,Påvist,2025-06-11,,5057,ØRLAND,50,Trøndelag,63.911266,9.823317,6,Nordmøre og Sør-Trøndelag,0aa2efcc-0777-4e68-b4b2-d6b092241ca8,SAV2,2025-06-11,2025-06-27,2025-11-09,
14,2026,28636,Rataren,PD,Påvist,2026-02-04,,5014,FRØYA,50,Trøndelag,63.7813,8.521533,6,Nordmøre og Sør-Trøndelag,909a9a08-1000-4b59-ad73-17b7f62f7bcc,SAV2,2026-02-04,2026-03-06,,
14,2026,37197,Ruggstein,PD,Påvist,2026-01-26,,5014,FRØYA,50,Trøndelag,63.770084,8.476033,6,Nordmøre og Sør-Trøndelag,1661cfff-3642-4a49-a01f-6388eba832d0,SAV2,2026-01-26,2026-02-20,,
14,2026,34857,Salatskjæra,PD,Påvist,2025-12-11,,5014,FRØYA,50,Trøndelag,63.90485,8.589133,6,Nordmøre og Sør-Trøndelag,49e54a68-823a-49e6-918d-d499bb88f2d4,SAV2,2025-12-11,2026-01-22,,
14,2026,45211,Saltskår,PD,Påvist,2025-11-12,,4636,SOLUND,46,Vestland,61.193134,4.8148,4,Nordhordaland til Stadt,3bc70900-4d48-4b03-a7ca-22bec93d68cb,SAV3,2025-11-12,2025-11-28,,
14,2026,31677,Sandholmane,PD,Påvist,2024-10-14,,1547,AUKRA,15,Møre og Romsdal,62.79658,6.67125,5,Stadt til Hustadvika,96ee9790-d8e0-4d89-9efb-5fc733c82d9f,SAV2,2024-10-14,2024-11-05,2025-12-19,
14,2026,10311,Storlia,PD,Påvist,2025-07-04,,4637,HYLLESTAD,46,Vestland,61.203133,5.193833,4,Nordhordaland til Stadt,aeaaa3c6-73c8-48e2-a1fb-649ff0e24996,SAV3,2025-07-04,2025-07-07,,
14,2026,11813,Svinøy V,PD,Påvist,2025-06-06,,4646,FJALER,46,Vestland,61.30475,5.101317,4,Nordhordaland til Stadt,42fac8d7-2a1d-43e0-aa2e-2bcbcf9a7c44,SAV3,2025-06-06,2025-06-26,2025-12-31,
14,2026,12449,Tennøya,PD,Påvist,2026-02-23,,5014,FRØYA,50,Trøndelag,63.805035,8.4444,6,Nordmøre og Sør-Trøndelag,20088efe-c1bb-47aa-b253-a6e92f41996b,SAV2,2026-02-23,2026-03-20,,
14,2026,30837,Torangskjeret,PD,Påvist,2025-09-10,,4625,AUSTEVOLL,46,Vestland,60.130184,5.176033,3,Karmøy til Sotra,3d218da0-9196-4a16-b410-2dc2ebbcddf4,SAV3,2025-09-10,2025-09-29,,
14,2026,17077,Trettevik,ILA,Påvist,2025-06-13,,5530,SENJA,55,Troms,69.5115,18.022167,10,Andøya til Senja,74d56b2a-7c80-4c50-b8b7-95afdeecb0d6,,2025-06-13,2025-06-19,2025-07-15,
14,2026,13562,Uføro,PD,Påvist,2025-03-15,,4614,STORD,46,Vestland,59.87835,5.526917,3,Karmøy til Sotra,f7213d6f-c40e-4517-a8a4-27a33d14681d,SAV3,2025-03-15,2025-04-25,,
14,2026,31557,Valøyan,PD,Påvist,2026-01-15,,5014,FRØYA,50,Trøndelag,63.81835,8.463817,6,Nordmøre og Sør-Trøndelag,f793b031-9169-475c-b8e4-df904fde8928,SAV2,2026-01-15,2026-03-02,,
14,2026,31557,Valøyan,ILA,Påvist,2026-03-18,,5014,FRØYA,50,Trøndelag,63.81835,8.463817,6,Nordmøre og Sør-Trøndelag,4c6e8694-2756-46f8-a740-3f7855bededd,,2026-03-18,2026-03-26,,
14,2026,35657,Varden,PD,Mistanke,2026-03-09,,5056,HITRA,50,Trøndelag,63.635715,9.186467,6,Nordmøre og Sør-Trøndelag,5a16e17f-00b3-49d1-a44f-c7217d2c42ca,SAV2,2026-03-09,,,
14,2026,13837,Verpeide,PD,Påvist,2026-01-30,,4602,KINN,46,Vestland,61.902218,5.209233,4,Nordhordaland til Stadt,c671cf4c-ee71-47ce-af1e-dd58eba5c04d,SAV3,2026-01-30,2026-02-24,,
13,2026,12988,Aukrasanden,ILA,Mistanke,2025-08-04,,1547,AUKRA,15,Møre og Romsdal,62.783417,6.92605,5,Stadt til Hustadvika,751fcedd-666c-4a26-9564-b36f67127a51,,2025-08-04,,2025-09-06,
13,2026,12625,Bjørgan,ILA,Påvist,2025-11-24,,5049,FLATANGER,50,Trøndelag,64.59268,10.908333,7,Nord-Trøndelag med Bindal,ac74aa03-a3ee-4a2e-8e9a-6e4d3602751a,,2025-11-24,2025-12-10,2025-12-26,
13,2026,45072,Bleket,PD,Påvist,2025-12-03,,4602,KINN,46,Vestland,61.911667,5.092217,4,Nordhordaland til Stadt,a1de9bfa-48ce-4a28-9c88-e8c010874d01,SAV3,2025-12-03,2025-12-18,,
13,2026,13841,Brunsvik,PD,Påvist,2026-02-13,,4602,KINN,46,Vestland,61.910183,5.29085,4,Nordhordaland til Stadt,baf84c77-5287-40f4-b7e1-73d347760178,SAV3,2026-02-13,2026-02-24,,
13,2026,11543,Buholmen,PD,Påvist,2025-01-22,,4625,AUSTEVOLL,46,Vestland,60.020466,5.080083,3,Karmøy til Sotra,3f4af387-0e08-4129-b4b5-01f4b31748f4,SAV3,2025-01-22,2025-03-26,,
13,2026,10757,Dåvøya,ILA,Påvist,2025-10-10,,5534,KARLSØY,55,Troms,70.0722,19.341066,11,Kvaløya til Loppa,a4b09de8-9d00-4976-abbc-19e5fd294399,,2025-10-10,2025-10-22,2025-12-04,
13,2026,13711,Dyvika,PD,Påvist,2025-03-05,,4645,ASKVOLL,46,Vestland,61.479282,5.375283,4,Nordhordaland til Stadt,0fa28ddb-cc32-42c4-9250-342795f6ed59,SAV3,2025-03-05,2025-03-25,2025-12-14,
13,2026,33077,Elveneset,PD,Påvist,2025-08-27,,4637,HYLLESTAD,46,Vestland,61.205833,5.131717,4,Nordhordaland til Stadt,0efdb5cf-fa39-45ae-b5d6-03d9ec216e15,SAV3,2025-08-27,2025-09-08,,
13,2026,13241,Endal Vest,PD,Mistanke,2026-01-12,,4648,BREMANGER,46,Vestland,61.909832,5.464267,4,Nordhordaland til Stadt,6868a1f4-b700-4708-846c-56649e28f8e3,SAV3,2026-01-12,,2026-01-21,
13,2026,25835,Flatøyflu,PD,Påvist,2025-02-03,,4625,AUSTEVOLL,46,Vestland,60.156033,5.2315,3,Karmøy til Sotra,9f7ad7b4-2406-4db8-93f8-a2130c1ca130,SAV3,2025-02-03,2025-03-27,,
13,2026,31357,Geitryggen,ILA,Påvist,2026-02-20,,5060,NÆRØYSUND,50,Trøndelag,64.75127,11.189217,7,Nord-Trøndelag med Bindal,358d11b9-3a84-4c31-898b-fd16514c4dbd,,2026-02-20,2026-03-04,,
13,2026,12435,Grøttingsøy,PD,Påvist,2025-09-15,,5014,FRØYA,50,Trøndelag,63.87955,8.547883,6,Nordmøre og Sør-Trøndelag,47ca80b5-28cf-4545-949a-05d5acfc682b,SAV2,2025-09-15,2025-10-21,,
13,2026,17177,Grunneneset,PD,Påvist,2026-01-09,,4648,BREMANGER,46,Vestland,61.89445,5.34815,4,Nordhordaland til Stadt,59b123c9-202b-447f-8124-7764883a53c4,SAV3,2026-01-09,2026-02-05,2026-02-01,
13,2026,24735,Gulholmen,PD,Påvist,2025-05-26,2026-03-30,4624,BJØRNAFJORDEN,46,Vestland,60.126682,5.399417,3,Karmøy til Sotra,f8950c82-770f-4bc5-8914-5f383b76a0bb,SAV3,2025-05-26,2025-06-11,2025-10-19,2026-03-30
13,2026,39537,Gyltneset,ILA,Påvist,2025-09-17,,5007,NAMSOS,50,Trøndelag,64.683815,11.36595,7,Nord-Trøndelag med Bindal,87e5cdfa-1d36-411a-a55b-ab01b9bdd686,,2025-09-17,2025-10-02,2025-10-21,
13,2026,13503,Heggvika,PD,Påvist,2026-01-19,,5056,HITRA,50,Trøndelag,63.610733,9.0523,6,Nordmøre og Sør-Trøndelag,dabd41fe-1477-44b9-9e7a-d645335dd150,SAV2,2026-01-19,2026-02-25,,
13,2026,13503,Heggvika,BKD,Mistanke,2026-03-23,,5056,HITRA,50,Trøndelag,63.610733,9.0523,6,Nordmøre og Sør-Trøndelag,0803ee57-bda1-4555-bdee-af2a3ec74cec,,2026-03-23,,,
13,2026,45010,Holand,ILA,Påvist,2025-05-30,,1870,SORTLAND,18,Nordland,68.63108,15.269267,9,Vestfjorden og Vesterålen,2d178cd8-93df-4742-a3ac-6f378ede5513,,2025-05-30,2025-06-13,2025-06-21,
13,2026,11405,Innerbrokløysa,ILA,Mistanke,2025-07-28,,1870,SORTLAND,18,Nordland,68.63045,15.482067,9,Vestfjorden og Vesterålen,416fd271-2ab1-462e-b85f-90a01965e323,,2025-07-28,,,
13,2026,11405,Innerbrokløysa,ILA,Påvist,,,1870,SORTLAND,18,Nordland,68.63045,15.482067,9,Vestfjorden og Vesterålen,19a597b9-a773-45ee-b108-a68e5a0b2236,,,2025-08-06,,
13,2026,12348,Kåholmen,BKD,Påvist,2026-01-19,,5056,HITRA,50,Trøndelag,63.617184,8.994133,6,Nordmøre og Sør-Trøndelag,5c71d850-77fb-4cda-abe0-627c4acf6303,,2026-01-19,2026-01-29,,
13,2026,12348,Kåholmen,PD,Mistanke,2026-02-16,,5056,HITRA,50,Trøndelag,63.617184,8.994133,6,Nordmøre og Sør-Trøndelag,42c7b1e9-eb6b-4b56-bc76-0e245073df19,SAV2,2026-02-16,,,
13,2026,22915,Kalsøyflu,PD,Påvist,2025-02-11,,4625,AUSTEVOLL,46,Vestland,60.03818,5.114417,3,Karmøy til Sotra,97ba4796-cb04-4238-8acf-8738dc3ccf6d,SAV3,2025-02-11,2025-03-05,,
13,2026,14042,Kattholmen,PD,Påvist,2026-01-16,,5014,FRØYA,50,Trøndelag,63.867683,8.677683,6,Nordmøre og Sør-Trøndelag,a72a74a9-c032-47a3-81f6-0adbad23a005,SAV2,2026-01-16,2026-02-20,,
13,2026,10409,Kjelneset,ILA,Påvist,2025-11-21,,5007,NAMSOS,50,Trøndelag,64.64387,11.388867,7,Nord-Trøndelag med Bindal,25f372d6-a5bd-4272-ad69-3f1a8b7357a1,,2025-11-21,2025-12-01,2025-12-12,
13,2026,32577,Klammerholmen,PD,Påvist,2025-10-30,,4625,AUSTEVOLL,46,Vestland,60.08165,5.168567,3,Karmøy til Sotra,5dc48cec-c1bb-467d-87da-92e377f0df1a,SAV3,2025-10-30,2025-12-19,,
13,2026,12980,Klubben,PD,Påvist,2025-04-29,,4636,SOLUND,46,Vestland,61.17955,5.00315,4,Nordhordaland til Stadt,1a46ea41-e782-4bd1-96e1-01d2dea5694a,SAV3,2025-04-29,2025-05-16,,
13,2026,35377,Kveitskjeret,PD,Påvist,2026-02-02,,5014,FRØYA,50,Trøndelag,63.82503,8.444633,6,Nordmøre og Sør-Trøndelag,73367c43-e520-4d96-b2be-1d4b01f56a78,SAV2,2026-02-02,2026-02-18,,
13,2026,20595,Kyrholmen S,PD,Påvist,2025-03-26,,4625,AUSTEVOLL,46,Vestland,60.161583,5.207633,3,Karmøy til Sotra,9212ee4c-003f-411d-b268-79bfb6a8e38c,SAV3,2025-03-26,2025-05-20,,
13,2026,11791,Langeråa,PD,Påvist,2025-05-07,,4602,KINN,46,Vestland,61.633835,4.864633,4,Nordhordaland til Stadt,f501049a-110f-4055-9d61-0c7df5dccbe7,SAV3,2025-05-07,2025-05-23,2026-02-28,
13,2026,20559,Langskjæra,PD,Påvist,2026-03-13,,5014,FRØYA,50,Trøndelag,63.8225,8.75505,6,Nordmøre og Sør-Trøndelag,f7f737ca-e988-445c-9678-79576fc3191b,SAV2,2026-03-13,2026-03-27,,
13,2026,33557,Langskjæra II,PD,Mistanke,2026-03-13,,5014,FRØYA,50,Trøndelag,63.821815,8.743433,6,Nordmøre og Sør-Trøndelag,f7e22aac-3070-4cbf-aadc-631dd846418c,SAV2,2026-03-13,,,
13,2026,19098,Leivsethamran,ILA,Avsluttet,2025-09-15,2026-03-27,1841,FAUSKE,18,Nordland,67.22784,15.348633,8,Helgeland til Bodø,48fe34f1-78d5-48b9-8216-2911c0888230,,2025-09-15,,2025-11-30,2026-03-27
13,2026,14039,Litle Lunnøy,PD,Påvist,2025-03-06,,4625,AUSTEVOLL,46,Vestland,60.02005,5.169533,3,Karmøy til Sotra,48c92b0f-dc13-4f53-8cdc-651250f9f6e2,SAV3,2025-03-06,2025-03-21,,
13,2026,13549,Løypingneset,PD,Påvist,2026-03-10,,4648,BREMANGER,46,Vestland,61.821335,5.250533,4,Nordhordaland til Stadt,4711670f-6760-494d-8411-4f3a7c30bf66,SAV3,2026-03-10,2026-03-24,,
13,2026,45206,Lyngholmane,PD,Påvist,2025-07-14,,4636,SOLUND,46,Vestland,61.19315,4.8515,4,Nordhordaland til Stadt,170d5602-4f8d-468f-a7e7-d520269862e7,SAV3,2025-07-14,2025-07-28,2026-01-18,
13,2026,12385,Lyngvær Ø II,PD,Mistanke,2026-02-26,,5014,FRØYA,50,Trøndelag,63.80621,8.567418,6,Nordmøre og Sør-Trøndelag,b191d19f-e771-43d2-95d1-a0966e4b3914,SAV2,2026-02-26,,,
13,2026,10232,Mannbruholmen,PD,Påvist,2025-12-17,,5014,FRØYA,50,Trøndelag,63.84705,8.536867,6,Nordmøre og Sør-Trøndelag,6c39109d-7439-4565-8479-71f06b1b07a2,SAV2,2025-12-17,2026-01-26,,
13,2026,27055,Oddane,PD,Påvist,2025-04-02,,4602,KINN,46,Vestland,61.540367,4.968933,4,Nordhordaland til Stadt,3994f748-38c7-4849-b55b-36d6a3c4723e,SAV3,2025-04-02,2025-04-16,,
13,2026,33737,Olausskjæret,PD,Påvist,2026-01-09,,5014,FRØYA,50,Trøndelag,63.7917,8.504717,6,Nordmøre og Sør-Trøndelag,782028e4-57ba-40af-8f3d-63dccfd7d97d,SAV2,2026-01-09,2026-02-20,,
13,2026,38797,Oløya N,PD,Påvist,2026-02-03,,5014,FRØYA,50,Trøndelag,63.852734,8.591083,6,Nordmøre og Sør-Trøndelag,131a3d4d-9ad8-4c37-84c8-406816e17832,SAV2,2026-02-03,2026-03-02,,
13,2026,12394,Ørnøya,PD,Påvist,2026-01-30,,5014,FRØYA,50,Trøndelag,63.760017,8.4477,6,Nordmøre og Sør-Trøndelag,d647b05d-08a2-4f82-b5ea-2c6ed74cb30b,SAV2,2026-01-30,2026-03-05,,
13,2026,19655,Ospeneset,ILA,Påvist,2025-12-15,,4631,ALVER,46,Vestland,60.74687,5.268483,4,Nordhordaland til Stadt,0fa7f62a-1865-4556-81a9-48c689aaced9,,2025-12-15,2025-12-24,2026-01-20,
13,2026,33417,Persflua,PD,Påvist,2025-06-11,,5057,ØRLAND,50,Trøndelag,63.911266,9.823317,6,Nordmøre og Sør-Trøndelag,0aa2efcc-0777-4e68-b4b2-d6b092241ca8,SAV2,2025-06-11,2025-06-27,2025-11-09,
13,2026,28636,Rataren,PD,Påvist,2026-02-04,,5014,FRØYA,50,Trøndelag,63.7813,8.521533,6,Nordmøre og Sør-Trøndelag,909a9a08-1000-4b59-ad73-17b7f62f7bcc,SAV2,2026-02-04,2026-03-06,,
13,2026,37197,Ruggstein,PD,Påvist,2026-01-26,,5014,FRØYA,50,Trøndelag,63.770084,8.476033,6,Nordmøre og Sør-Trøndelag,1661cfff-3642-4a49-a01f-6388eba832d0,SAV2,2026-01-26,2026-02-20,,
13,2026,34857,Salatskjæra,PD,Påvist,2025-12-11,,5014,FRØYA,50,Trøndelag,63.90485,8.589133,6,Nordmøre og Sør-Trøndelag,49e54a68-823a-49e6-918d-d499bb88f2d4,SAV2,2025-12-11,2026-01-22,,
13,2026,45211,Saltskår,PD,Påvist,2025-11-12,,4636,SOLUND,46,Vestland,61.193134,4.8148,4,Nordhordaland til Stadt,3bc70900-4d48-4b03-a7ca-22bec93d68cb,SAV3,2025-11-12,2025-11-28,,
13,2026,31677,Sandholmane,PD,Påvist,2024-10-14,,1547,AUKRA,15,Møre og Romsdal,62.79658,6.67125,5,Stadt til Hustadvika,96ee9790-d8e0-4d89-9efb-5fc733c82d9f,SAV2,2024-10-14,2024-11-05,2025-12-19,
13,2026,10311,Storlia,PD,Påvist,2025-07-04,,4637,HYLLESTAD,46,Vestland,61.203133,5.193833,4,Nordhordaland til Stadt,aeaaa3c6-73c8-48e2-a1fb-649ff0e24996,SAV3,2025-07-04,2025-07-07,,
13,2026,11813,Svinøy V,PD,Påvist,2025-06-06,,4646,FJALER,46,Vestland,61.30475,5.101317,4,Nordhordaland til Stadt,42fac8d7-2a1d-43e0-aa2e-2bcbcf9a7c44,SAV3,2025-06-06,2025-06-26,2025-12-31,
13,2026,12449,Tennøya,PD,Påvist,2026-02-23,,5014,FRØYA,50,Trøndelag,63.805035,8.4444,6,Nordmøre og Sør-Trøndelag,20088efe-c1bb-47aa-b253-a6e92f41996b,SAV2,2026-02-23,2026-03-20,,
13,2026,30837,Torangskjeret,PD,Påvist,2025-09-10,,4625,AUSTEVOLL,46,Vestland,60.130184,5.176033,3,Karmøy til Sotra,3d218da0-9196-4a16-b410-2dc2ebbcddf4,SAV3,2025-09-10,2025-09-29,,
13,2026,17077,Trettevik,ILA,Påvist,2025-06-13,,5530,SENJA,55,Troms,69.5115,18.022167,10,Andøya til Senja,74d56b2a-7c80-4c50-b8b7-95afdeecb0d6,,2025-06-13,2025-06-19,2025-07-15,
