Date,Pred,Ret_period,Position,Model_Ret,Hold_Ret,Cum_Model,Cum_Hold
2022-01-05,0.0368651529997623,0.0831326026852776,1.0,0.0781326026852776,0.0831326026852776,0.0781326026852776,0.0831326026852776
2022-01-12,0.032817561476665,0.0001396940702145,1.0,0.0001396940702145,0.0001396940702145,0.07827229675549209,0.0832722967554921
2022-01-19,-0.0313068188449527,-0.0110963987084202,0.0,-0.005,-0.0110963987084202,0.07327229675549209,0.07217589804707189
2022-01-26,-0.0274833992734385,0.0378344855084575,0.0,0.0,0.0378344855084575,0.07327229675549209,0.11001038355552939
2022-02-02,0.0020737595038195,0.0905636982163864,1.0,0.0855636982163864,0.0905636982163864,0.1588359949718785,0.2005740817719158
2022-02-09,-0.010927119092442,0.1395998984609034,0.0,-0.005,0.1395998984609034,0.1538359949718785,0.3401739802328192
2022-02-16,-0.0597214042683862,-0.0143636854692337,0.0,-0.0,-0.0143636854692337,0.1538359949718785,0.3258102947635855
2022-02-23,-0.1318728615560777,-0.0676707046622295,0.0,-0.0,-0.0676707046622295,0.1538359949718785,0.25813959010135595
2022-03-02,-0.1485700960536018,-0.0273435960777641,0.0,-0.0,-0.0273435960777641,0.1538359949718785,0.23079599402359186
2022-03-09,-0.0760723888328401,-0.0303461435705516,0.0,-0.0,-0.0303461435705516,0.1538359949718785,0.20044985045304026
2022-03-16,-0.0159168183719972,0.0690011540550452,0.0,0.0,0.0690011540550452,0.1538359949718785,0.26945100450808546
2022-03-23,0.0225787194486125,0.0249640812374094,1.0,0.0199640812374094,0.0249640812374094,0.1738000762092879,0.29441508574549485
2022-03-30,0.0093865297993527,0.1458114845594842,1.0,0.1458114845594842,0.1458114845594842,0.31961156076877206,0.440226570304979
2022-04-06,-0.0232846590727366,0.0648134100383721,0.0,-0.005,0.0648134100383721,0.31461156076877206,0.5050399803433512
2022-04-13,-0.1223412999217633,0.0466282844581575,0.0,0.0,0.0466282844581575,0.31461156076877206,0.5516682648015087
2022-04-20,-0.1292317372484717,0.0886423186372651,0.0,0.0,0.0886423186372651,0.31461156076877206,0.6403105834387738
2022-04-27,-0.1243767665268157,-0.0238087203676693,0.0,-0.0,-0.0238087203676693,0.31461156076877206,0.6165018630711044
2022-05-04,-0.2505262360011173,-0.1565301681294597,0.0,-0.0,-0.1565301681294597,0.31461156076877206,0.45997169494164475
2022-05-11,-0.1432162790341857,-0.0524339424598236,0.0,-0.0,-0.0524339424598236,0.31461156076877206,0.40753775248182117
2022-05-18,-0.030151838256725,0.0346419434440399,0.0,0.0,0.0346419434440399,0.31461156076877206,0.44217969592586104
2022-05-25,0.0064266860714092,-0.0160302395117186,1.0,-0.0210302395117186,-0.0160302395117186,0.29358132125705344,0.4261494564141424
2022-06-01,-0.1019950920942725,0.0549694871661206,0.0,-0.005,0.0549694871661206,0.28858132125705344,0.481118943580263
2022-06-08,-0.0965559108266875,-0.0008448721460085,0.0,-0.0,-0.0008448721460085,0.28858132125705344,0.48027407143425455
2022-06-15,-0.1463840482168746,-0.0162851544473454,0.0,-0.0,-0.0162851544473454,0.28858132125705344,0.46398891698690914
2022-06-22,-0.1639453372325884,-0.0662964609795988,0.0,-0.0,-0.0662964609795988,0.28858132125705344,0.39769245600731035
2022-06-29,-0.1162364381576971,-0.0256212362023031,0.0,-0.0,-0.0256212362023031,0.28858132125705344,0.37207121980500724
2022-07-06,-0.1610136361452351,-0.036770807457465,0.0,-0.0,-0.036770807457465,0.28858132125705344,0.33530041234754226
2022-07-13,-0.1359193018209366,-0.150754722806373,0.0,-0.0,-0.150754722806373,0.28858132125705344,0.18454568954116926
2022-07-20,-0.1355904329192838,-0.1087042016008901,0.0,-0.0,-0.1087042016008901,0.28858132125705344,0.07584148794027916
2022-07-27,-0.0578170458184091,0.0226792329036635,0.0,0.0,0.0226792329036635,0.28858132125705344,0.09852072084394266
2022-08-03,0.0432143314556543,-0.0123193474423661,1.0,-0.0173193474423661,-0.0123193474423661,0.2712619738146873,0.08620137340157656
2022-08-10,0.0137856656832049,-0.0845328102537426,1.0,-0.0845328102537426,-0.0845328102537426,0.1867291635609447,0.0016685631478339652
2022-08-17,-0.0033127301759836,-0.09817879474397,0.0,-0.005,-0.09817879474397,0.1817291635609447,-0.09651023159613603
2022-08-24,0.0371403613856691,-0.0413027989361944,1.0,-0.0463027989361944,-0.0413027989361944,0.1354263646247503,-0.13781303053233043
2022-08-31,-0.0013896773080194,0.0575552296403598,0.0,-0.005,0.0575552296403598,0.1304263646247503,-0.08025780089197063
2022-09-07,0.1502989103089354,0.0277412549817253,1.0,0.0227412549817253,0.0277412549817253,0.1531676196064756,-0.05251654591024532
2022-09-14,0.1047929950622299,0.0073330473667914,1.0,0.0073330473667914,0.0073330473667914,0.160500666973267,-0.04518349854345392
2022-09-21,0.0833947622680326,0.0061753026580007,1.0,0.0061753026580007,0.0061753026580007,0.1666759696312677,-0.03900819588545322
2022-09-28,0.0505913087266609,0.0747955246630409,1.0,0.0747955246630409,0.0747955246630409,0.24147149429430861,0.03578732877758768
2022-10-05,0.1511266103008867,0.0511101810948444,1.0,0.0511101810948444,0.0511101810948444,0.29258167538915303,0.08689750987243208
2022-10-12,0.1249211085196977,-0.0130281313190261,1.0,-0.0130281313190261,-0.0130281313190261,0.27955354407012695,0.07386937855340599
2022-10-19,0.117602143713083,-0.0132001065045592,1.0,-0.0132001065045592,-0.0132001065045592,0.26635343756556773,0.060669272048846784
2022-10-26,0.0979532097787238,-0.0320852085225427,1.0,-0.0320852085225427,-0.0320852085225427,0.23426822904302502,0.028584063526304083
2022-11-02,0.1057284074381795,-0.0219264507981291,1.0,-0.0219264507981291,-0.0219264507981291,0.21234177824489592,0.006657612728174982
2022-11-09,0.1109484456889548,0.0639634048020862,1.0,0.0639634048020862,0.0639634048020862,0.27630518304698215,0.07062101753026119
2022-11-16,0.1278614259718573,0.1300772801290266,1.0,0.1300772801290266,0.1300772801290266,0.4063824631760088,0.20069829765928782
2022-11-23,0.1076342407660018,0.0238106486937184,1.0,0.0238106486937184,0.0238106486937184,0.4301931118697272,0.22450894635300622
2022-11-30,0.0261134180495372,-0.0431240154961178,1.0,-0.0431240154961178,-0.0431240154961178,0.3870690963736094,0.18138493085688842
2022-12-07,0.0913368073549506,-0.0121028294309795,1.0,-0.0121028294309795,-0.0121028294309795,0.3749662669426299,0.1692821014259089
2022-12-14,0.1220947981274137,-0.0292627681352284,1.0,-0.0292627681352284,-0.0292627681352284,0.34570349880740153,0.1400193332906805
2022-12-21,0.124286190970278,0.1338282998431985,1.0,0.1338282998431985,0.1338282998431985,0.4795317986506,0.273847633133879
2022-12-28,0.1468580438000344,0.0293503037994833,1.0,0.0293503037994833,0.0293503037994833,0.5088821024500834,0.3031979369333623
2023-01-04,0.042784655825007,0.0823855973891189,1.0,0.0823855973891189,0.0823855973891189,0.5912676998392022,0.38558353432248116
2023-01-11,0.0298056661715035,-0.0753476417339671,1.0,-0.0753476417339671,-0.0753476417339671,0.5159200581052351,0.31023589258851403
2023-01-18,-0.0254394109065491,-0.0382371160016301,0.0,-0.005,-0.0382371160016301,0.5109200581052351,0.27199877658688393
2023-01-25,0.0285396573674769,0.0502981197448573,1.0,0.045298119744857306,0.0502981197448573,0.5562181778500924,0.32229689633174124
2023-02-01,0.0793251610046904,0.0020875687414241,1.0,0.0020875687414241,0.0020875687414241,0.5583057465915165,0.3243844650731653
2023-02-08,0.0445556272146964,0.09569924410959,1.0,0.09569924410959,0.09569924410959,0.6540049907011065,0.42008370918275534
2023-02-15,0.0389174304224865,0.1530386656841829,1.0,0.1530386656841829,0.1530386656841829,0.8070436563852894,0.5731223748669383
2023-02-22,-0.0349002359028029,0.0593954396722109,0.0,-0.005,0.0593954396722109,0.8020436563852894,0.6325178145391492
2023-03-01,-0.1036698485294131,0.0041851167725708,0.0,0.0,0.0041851167725708,0.8020436563852894,0.6367029313117201
2023-03-08,-0.1411944345704405,0.0302969583580479,0.0,0.0,0.0302969583580479,0.8020436563852894,0.666999889669768
2023-03-15,-0.0964701481802454,-0.0703629407059587,0.0,-0.0,-0.0703629407059587,0.8020436563852894,0.5966369489638093
2023-03-22,-0.1163255925522638,-0.0654641012245029,0.0,-0.0,-0.0654641012245029,0.8020436563852894,0.5311728477393064
2023-03-29,-0.0620510982547895,0.0056072417841663,0.0,0.0,0.0056072417841663,0.8020436563852894,0.5367800895234727
2023-04-05,-0.0383100514392366,0.0690934551682218,0.0,0.0,0.0690934551682218,0.8020436563852894,0.6058735446916945
2023-04-12,-0.0426352005757841,0.0264022855752514,0.0,0.0,0.0264022855752514,0.8020436563852894,0.6322758302669459
2023-04-19,-0.1124403935924896,-0.0763320037844401,0.0,-0.0,-0.0763320037844401,0.8020436563852894,0.5559438264825058
2023-04-26,-0.0756425851412995,-0.0140291647719639,0.0,-0.0,-0.0140291647719639,0.8020436563852894,0.5419146617105419
2023-05-03,-0.0519914595097049,-0.0619223730236546,0.0,-0.0,-0.0619223730236546,0.8020436563852894,0.4799922886868873
2023-05-10,-0.0557242713809928,0.0432952135348143,0.0,0.0,0.0432952135348143,0.8020436563852894,0.5232875022217016
2023-05-17,-0.0265480738656468,-0.000990054533867,0.0,-0.0,-0.000990054533867,0.8020436563852894,0.5222974476878346
2023-05-24,-0.0675061824740276,0.0519369413221797,0.0,0.0,0.0519369413221797,0.8020436563852894,0.5742343890100143
2023-05-31,-0.0629520752364726,-0.0329380199482383,0.0,-0.0,-0.0329380199482383,0.8020436563852894,0.541296369061776
2023-06-07,-0.1893416127002502,-0.1812265565962372,0.0,-0.0,-0.1812265565962372,0.8020436563852894,0.3600698124655388
2023-06-14,-0.1784487942409809,-0.0887652393081301,0.0,-0.0,-0.0887652393081301,0.8020436563852894,0.27130457315740875
2023-06-21,-0.0605123392130145,0.057242000881434,0.0,0.0,0.057242000881434,0.8020436563852894,0.32854657403884274
2023-06-28,0.0167723095863409,0.0501996809802163,1.0,0.0451996809802163,0.0501996809802163,0.8472433373655057,0.37874625501905906
2023-07-05,-0.1253882781600487,0.0253515911974151,0.0,-0.005,0.0253515911974151,0.8422433373655057,0.40409784621647415
2023-07-12,-0.164109830610245,-0.1127410400251962,0.0,-0.0,-0.1127410400251962,0.8422433373655057,0.29135680619127796
2023-07-19,-0.2224445505069251,-0.0828638510655785,0.0,-0.0,-0.0828638510655785,0.8422433373655057,0.20849295512569946
2023-07-26,-0.135481685218086,-0.0155253692843499,0.0,-0.0,-0.0155253692843499,0.8422433373655057,0.19296758584134957
2023-08-02,-0.0944014376891898,-0.0707916021221315,0.0,-0.0,-0.0707916021221315,0.8422433373655057,0.12217598371921808
2023-08-09,-0.0824259352693724,-0.0202219009912854,0.0,-0.0,-0.0202219009912854,0.8422433373655057,0.10195408272793267
2023-08-16,-0.0278207927449451,-0.0247063225828991,0.0,-0.0,-0.0247063225828991,0.8422433373655057,0.07724776014503357
2023-08-23,-0.0241733587360798,-0.0077590852693791,0.0,-0.0,-0.0077590852693791,0.8422433373655057,0.06948867487565447
2023-08-30,-0.0128186888858861,0.0232373277666342,0.0,0.0,0.0232373277666342,0.8422433373655057,0.09272600264228867
2023-09-06,0.0176556624320067,0.0333386886256974,1.0,0.0283386886256974,0.0333386886256974,0.8705820259912032,0.12606469126798608
2023-09-13,-0.0002684635454614,0.0032068440095791,0.0,-0.005,0.0032068440095791,0.8655820259912032,0.12927153527756519
2023-09-20,-0.0048500656521501,0.0670699994063879,0.0,0.0,0.0670699994063879,0.8655820259912032,0.1963415346839531
2023-09-27,-0.0073236666012372,0.0182947006050895,0.0,0.0,0.0182947006050895,0.8655820259912032,0.2146362352890426
2023-10-04,-0.0110699735379648,0.0,0.0,0.0,0.0,0.8655820259912032,0.2146362352890426
2023-10-11,-0.0251816012457142,0.0353784941026988,0.0,0.0,0.0353784941026988,0.8655820259912032,0.2500147293917414
