Date,Pred,Ret_period,Position,Model_Ret,Naive_Ret,Cum_Model,Cum_Naive
2022-01-05,0.0724986066998207,0.1991812554457687,1.0,0.1991812554457687,0.1991812554457687,0.1991812554457687,0.1991812554457687
2022-02-02,-0.0251433678170249,0.4017636032623403,0.0,0.0,0.4017636032623403,0.1991812554457687,0.600944858708109
2022-03-02,-0.2367837107245252,0.1506917711855324,0.0,0.0,0.1506917711855324,0.1991812554457687,0.7516366298936414
2022-04-06,-0.2953436344701564,0.5221707904594044,0.0,0.0,0.5221707904594044,0.1991812554457687,1.2738074203530458
2022-05-04,-0.4855893942447624,-0.388483294169875,0.0,-0.0,-0.388483294169875,0.1991812554457687,0.8853241261831708
2022-06-01,-0.2775159614734954,-0.0985654765276864,0.0,-0.0,-0.0985654765276864,0.1991812554457687,0.7867586496554844
2022-07-06,-0.2278559423741567,-0.5954014670280959,0.0,-0.0,-0.5954014670280959,0.1991812554457687,0.19135718262738843
2022-08-03,0.1053959564765459,-0.3924330402085231,1.0,-0.3924330402085231,-0.3924330402085231,-0.1932517847627544,-0.20107585758113466
2022-09-07,0.2834459026349425,0.2148499643164355,1.0,0.2148499643164355,0.2148499643164355,0.021598179553681096,0.013774106735300828
2022-10-05,0.344889721604109,0.0924742026830164,1.0,0.0924742026830164,0.0924742026830164,0.1140723822366975,0.10624830941831723
2022-11-02,0.2763523057274236,0.3166405416347438,1.0,0.3166405416347438,0.3166405416347438,0.43071292387144133,0.42288885105306107
2022-12-07,0.1362881645896084,0.17115169285734672,1.0,0.17115169285734672,0.17115169285734672,0.601864616728788,0.5940405439104077
2023-01-04,0.1148663129090078,0.017250102851384,1.0,0.017250102851384,0.017250102851384,0.619114719580172,0.6112906467617917
2023-02-01,0.1326637385785429,0.6113445164874622,1.0,0.6113445164874622,0.6113445164874622,1.230459236067634,1.222635163249254
2023-03-01,-0.1450727885419094,-0.1376872521433086,0.0,-0.0,-0.1376872521433086,1.230459236067634,1.0849479111059455
2023-04-05,-0.2179083216606577,0.029905550930268893,0.0,0.0,0.029905550930268893,1.230459236067634,1.1148534620362143
2023-05-03,-0.2631779850512724,0.017672269878742597,0.0,0.0,0.017672269878742597,1.230459236067634,1.1325257319149569
2023-06-07,-0.3970584367038882,-0.40823792901388867,0.0,-0.0,-0.40823792901388867,1.230459236067634,0.7242878029010682
2023-07-05,-0.1524169175317429,-0.305832288090853,0.0,-0.0,-0.305832288090853,1.230459236067634,0.4184555148102152
2023-08-02,-0.0251795361344709,-0.2392458634491062,0.0,-0.0,-0.2392458634491062,1.230459236067634,0.179209651361109
2023-09-06,0.2012079616593502,0.24876309245505263,1.0,0.24876309245505263,0.24876309245505263,1.4792223285226866,0.4279727438161616
2023-10-04,0.2393970706936447,-0.0389413746212908,1.0,-0.0389413746212908,-0.0389413746212908,1.4402809539013959,0.3890313691948708
2023-11-01,0.2843999681682848,0.1143470617225236,1.0,0.1143470617225236,0.1143470617225236,1.5546280156239194,0.5033784309173944
2023-12-06,0.2784801029048546,0.5317675505309286,1.0,0.5317675505309286,0.5317675505309286,2.086395566154848,1.035145981448323
2024-01-03,0.1420754142331898,0.0006769164407289183,1.0,0.0006769164407289183,0.0006769164407289183,2.087072482595577,1.035822897889052
