Horizon,Feature,Importance
3m,FWD 3m,0.026618870600515977
3m,FWD 6m,0.019401863170411683
3m,∆YOY Total Biomass Monthly,0.016644300280967153
3m,FWD 12m,0.014010188860119814
3m,Smolt Release 3m Monthly,0.01351267237559785
3m,Spread (FP - SSB),0.012391748334013377
3m,Smolt Release 4m Monthly,0.011954517265693071
3m,FWD Curvature,0.01124750446255877
3m,ISA Outbreak 1m,0.009345244788379435
3m,Smolt Release 8m Monthly,0.008762013916188709
3m,∆ Salmon (NOK/KG) 6m,0.007890975321040715
3m,Soybean FWD Curvature,0.007771712517795494
3m,FWD 1m,0.006484361439359703
3m,∆ Salmon (NOK/KG) 3m,0.00637828275388858
3m,Meat CPI (EU) Monthly,0.005747266914671731
3m,Avg Weight (KG) Monthly,0.005198457927858084
3m,∆ Shrimp Price (Global) 3m Monthly,0.004507722885162024
3m,Smolt Release 15m Monthly,0.0044336131523471855
3m,∆ Fishmeal 6m Monthly,0.003920839531960112
3m,RVol 52w,0.0036681805868196277
3m,∆ Total Biomass Monthly,0.0033111923821911096
3m,Smolt Release 2m Monthly,0.003220416617711886
3m,ISA Outbreak,0.003004519387980852
3m,Smolt Release 9m Monthly,0.0028989823711901
3m,∆ Fishmeal 3m Monthly,0.002886263362345287
3m,∆ EURNOK 12m,0.0027665983707346356
3m,ISA Outbreak 3m,0.0020851673339839015
3m,∆ EURNOK 6m,0.0018282213983139212
3m,YOY Avg Weight (KG) Monthly,0.0018259063008055495
3m,∆ Shrimp Price (Global) 12m Monthly,0.0016972354089185727
3m,Brent FWD Slope,0.0015052013790960463
3m,Smolt Release 14m Monthly,0.0014791975299593963
3m,Smolt Release 12m Monthly,0.001418038362579211
3m,Smolt Release 16m Monthly,0.0013947075375374538
3m,Soybean FWD Slope,0.0013205216478492628
3m,∆ Broiler Price (EU) 12m,0.0013191469836798502
3m,NIBOR 3m,0.001285238489531057
3m,Smolt Release 13m Monthly,0.0011990387573850283
3m,∆ Salmon (NOK/KG) 12m,0.0011812903933187708
3m,Loss Rate 6m Monthly,0.0011386890903022256
3m,∆ Pig Price (EU) 1w,0.001125608598209624
3m,∆ Pig Price (EU) 6m,0.0011234946542936762
3m,∆ FWD 12m,0.0011143110655538583
3m,∆ Pig Price (EU) 2w,0.0010637859307562223
3m,Smolt Release 11m Monthly,0.001000897083034617
3m,∆ Pig Price (EU) 3m,0.0009348093705204921
3m,∆ Shrimp Price (Global) 6m Monthly,0.0009308791825608334
3m,∆ Fishmeal 12m Monthly,0.0009040796671149813
3m,∆ Pig Price (EU),0.0008750031405818018
3m,RVol 4w,0.0008613432643780099
3m,∆ Fishmeal 1m Monthly,0.0008233122049918771
3m,CPI NO Monthly,0.000776014503722552
3m,Sea Temp 12m Avg,0.0007433326541652184
3m,Acc 1m,0.000718944832924319
3m,∆ Export Volume 1m,0.0007089325002598756
3m,RVol 13w,0.0005996970145801828
3m,Lice Outbreak,0.0005831589803878534
3m,FWD Slope,0.0005379746254275302
3m,Smolt Release 7m Monthly,0.0005284724750706052
3m,∆ Salmon (NOK/KG) 1m,0.000507276913777194
3m,Lice Outbreak 3m,0.0004963853591809132
3m,∆ Shrimp Price (Global) 1m Monthly,0.0004918451694221319
3m,Smolt Release 5m Monthly,0.0004748959149972066
3m,∆ EURNOK 2w,0.00041732374138578777
3m,∆ Broiler Price (EU) 6m,0.0004133467492520584
3m,Harvest Intensity 3m Monthly,0.0003602610847904802
3m,Lice Outbreak 1m,0.0003537069539916142
3m,∆ Spread (FP - SSB),0.0003378100311066419
3m,∆ Broiler Price (EU) 1m,0.0003322320971055565
3m,Smolt Release 10m Monthly,0.0003043066107181235
3m,∆ Broiler Price (EU) 2w,0.00028636617720933014
3m,∆ FWD 3m,0.0002630317183221933
3m,∆ Chilean Exports 1m,0.0002611695804318646
3m,∆ Broiler Price (EU) 3m,0.0002547454607774816
3m,∆ Broiler Price (EU) 1w,0.00024756258687567517
3m,Brent FWD Curvature,0.00020533567753128697
3m,∆ Export Volume 2w,0.00020314539357523234
3m,Loss Rate 1m Monthly,0.00018448411581396335
3m,∆ EURNOK 1m,0.0001536911165075927
3m,∆ Chilean Exports 2w,7.056156604402417e-05
3m,∆ Chilean Exports 3m,4.956743692978321e-05
3m,∆ Salmon (NOK/KG) 1w,4.284647966841599e-05
3m,∆ EURNOK,3.863222406420006e-05
3m,Smolt Release 18m Monthly,3.6175624913489145e-05
3m,∆ Pig Price (EU) 12m,3.535789404988561e-05
3m,Acc 1w,2.1360608506223436e-05
3m,Smolt Release 6m Monthly,0.0
3m,Loss Rate 3m Monthly,0.0
3m,Harvest Intensity 1m Monthly,0.0
3m,∆ Chilean Exports 1w,0.0
3m,∆ FWD 6m,0.0
3m,∆ FWD 1m,0.0
3m,∆ Export Volume 1w,0.0
3m,∆ Salmon (NOK/KG) 2w,0.0
3m,∆ EURNOK 1w,0.0
3m,Sea Temp,0.0
3m,∆ EURNOK 3m,0.0
3m,Smolt Release 17m Monthly,0.0
3m,∆ Pig Price (EU) 1m,0.0
3m,Month_01,0.0
3m,Month_02,0.0
3m,Month_03,0.0
3m,Month_04,0.0
3m,Month_05,0.0
3m,Month_06,0.0
3m,Month_07,0.0
3m,Month_08,0.0
3m,Month_09,0.0
3m,Month_10,0.0
3m,Month_11,0.0
