Horizon,Feature,Importance
0w,FWD 1m,0.020269459908835382
0w,Acc 1w,0.010039381421211361
0w,FWD Slope,0.0045867490668828476
0w,∆ FWD 1m,0.004532780183568984
0w,∆ Salmon (NOK/KG) 1w,0.0022066890513528638
0w,RVol 52w,0.0021644203044550534
0w,∆ Total Biomass Monthly,0.001961266575118936
0w,∆ EURNOK 1w,0.0014642975653680697
0w,FWD 3m,0.0011184266961213492
0w,FWD 12m,0.0010730574834523468
0w,∆ FWD 3m,0.0008719503671570232
0w,∆ Chilean Exports 1m,0.0008652297222885858
0w,Sea Temp,0.0008616074119980798
0w,∆ Spread (FP - SSB),0.0008463353005949721
0w,Loss Rate 1m Monthly,0.000793111706320912
0w,∆ Broiler Price (EU) 2w,0.0007911827277400131
0w,Soybean FWD Slope,0.000693553410811975
0w,∆ EURNOK 2w,0.0006696070395851322
0w,∆ Export Volume 1m,0.0006407932369334963
0w,∆ EURNOK 1m,0.0006312442229687872
0w,Harvest Intensity 1m Monthly,0.000599823344109674
0w,∆ Shrimp Price (Global) 1m Monthly,0.0005815064756817676
0w,FWD 6m,0.0005741628649277668
0w,ISA Outbreak 3m,0.0005578833131336275
0w,∆ Broiler Price (EU) 1m,0.0005417777723559635
0w,∆ Chilean Exports 3m,0.0005026599764602497
0w,∆ Fishmeal 1m Monthly,0.0004986975637290156
0w,∆ Export Volume 2w,0.0004965208129268795
0w,FWD Curvature,0.0004957803992993372
0w,∆ Pig Price (EU) 1m,0.0004619178563224317
0w,∆ Broiler Price (EU) 1w,0.0004380092298417909
0w,Spread (FP - SSB),0.0004338040909211752
0w,∆ Pig Price (EU),0.00043263030683664234
0w,∆ Shrimp Price (Global) 6m Monthly,0.00041658944775777485
0w,Brent FWD Slope,0.00041602867841881265
0w,Sea Temp 12m Avg,0.00041516250129065597
0w,Smolt Release 6m Monthly,0.00041216611569413743
0w,∆ Salmon (NOK/KG) 2w,0.00040803196497672873
0w,Loss Rate 6m Monthly,0.0004071046108550191
0w,∆ Pig Price (EU) 6m,0.00040541552688311207
0w,∆ Pig Price (EU) 2w,0.00039883746837333456
0w,∆ Salmon (NOK/KG) 6m,0.0003907567931873846
0w,∆ EURNOK 12m,0.00039011147498680657
0w,∆ Salmon (NOK/KG) 3m,0.0003800102692981485
0w,∆ Pig Price (EU) 12m,0.0003764320366345764
0w,∆YOY Total Biomass Monthly,0.00036378349267791275
0w,∆ Chilean Exports 1w,0.00035889702307743764
0w,RVol 13w,0.0003533711902729182
0w,∆ Shrimp Price (Global) 12m Monthly,0.00035173960629062806
0w,Smolt Release 3m Monthly,0.00033618083691916727
0w,∆ FWD 12m,0.00033464952346691853
0w,∆ Pig Price (EU) 1w,0.00033336031613937525
0w,Smolt Release 7m Monthly,0.0003331455296333866
0w,RVol 4w,0.00032876408575073155
0w,∆ Fishmeal 12m Monthly,0.0003167880301705152
0w,Smolt Release 10m Monthly,0.0003037898933777393
0w,Meat CPI (EU) Monthly,0.0003017839368345732
0w,Acc 1m,0.0002990573440333463
0w,∆ Fishmeal 6m Monthly,0.0002937835435475246
0w,∆ Pig Price (EU) 3m,0.0002871582480011315
0w,ISA Outbreak 1m,0.00028415187263906616
0w,Smolt Release 16m Monthly,0.0002798509134106969
0w,Smolt Release 5m Monthly,0.0002766990856603147
0w,CPI NO Monthly,0.00026966002693258807
0w,∆ Export Volume 1w,0.00026841034265180706
0w,Smolt Release 11m Monthly,0.0002613411446075804
0w,∆ Shrimp Price (Global) 3m Monthly,0.00026109252727163747
0w,Smolt Release 14m Monthly,0.00025580097145013646
0w,Lice Outbreak 3m,0.00024289311807775002
0w,YOY Avg Weight (KG) Monthly,0.000228339688979909
0w,∆ Fishmeal 3m Monthly,0.0002275161263772544
0w,∆ Chilean Exports 2w,0.00022331020163768325
0w,Smolt Release 13m Monthly,0.00022209505540101847
0w,Loss Rate 3m Monthly,0.0002189932216248194
0w,ISA Outbreak,0.00021578712680225327
0w,Smolt Release 18m Monthly,0.00021123909297796176
0w,∆ Broiler Price (EU) 6m,0.00020842210357703678
0w,Soybean FWD Curvature,0.00020012045179776408
0w,Smolt Release 2m Monthly,0.00019345204055909343
0w,∆ Salmon (NOK/KG) 1m,0.00019181359750676373
0w,∆ Salmon (NOK/KG) 12m,0.00019033622991606287
0w,Avg Weight (KG) Monthly,0.0001882829687563312
0w,Smolt Release 4m Monthly,0.00017500457840292655
0w,∆ FWD 6m,0.000165921543867122
0w,∆ EURNOK,0.00016188175959293977
0w,∆ EURNOK 6m,0.00015929360598534187
0w,Harvest Intensity 3m Monthly,0.00015378264629966007
0w,∆ Broiler Price (EU) 12m,0.00015283735374110058
0w,Smolt Release 17m Monthly,0.0001528074471347905
0w,Brent FWD Curvature,0.00015035456411713213
0w,Lice Outbreak,0.00014801538475742664
0w,∆ EURNOK 3m,0.00014405681231114052
0w,Smolt Release 15m Monthly,0.00014074626920727084
0w,Smolt Release 8m Monthly,0.0001312236901401349
0w,NIBOR 3m,0.00011589767088714489
0w,∆ Broiler Price (EU) 3m,0.0001105191271144714
0w,Smolt Release 12m Monthly,9.038441342303835e-05
0w,Smolt Release 9m Monthly,7.22072537392264e-05
0w,Month_10,5.914232475492735e-05
0w,Month_06,5.598570365499527e-05
0w,Lice Outbreak 1m,4.013378213053879e-05
0w,Month_02,2.8771499263918015e-05
0w,Month_05,2.373852927965368e-05
0w,Month_01,0.0
0w,Month_03,0.0
0w,Month_04,0.0
0w,Month_07,0.0
0w,Month_08,0.0
0w,Month_09,0.0
0w,Month_11,0.0
