Horizon,Feature,Importance
1m,FWD 1m,0.023839565681951797
1m,FWD 3m,0.009218688733167607
1m,FWD 12m,0.005981584724313198
1m,Smolt Release 10m Monthly,0.005877861002165445
1m,Smolt Release 5m Monthly,0.005167650822976986
1m,Smolt Release 4m Monthly,0.004864156053919125
1m,FWD 6m,0.004659704556755772
1m,Avg Weight (KG) Monthly,0.00363496349924241
1m,∆ FWD 1m,0.0027329109398498514
1m,ISA Outbreak 3m,0.002383329755768319
1m,Harvest Intensity 1m Monthly,0.0022736878224897377
1m,∆ Total Biomass Monthly,0.002015485426408994
1m,∆ Shrimp Price (Global) 1m Monthly,0.001884077403727319
1m,Smolt Release 6m Monthly,0.001809789967805203
1m,∆ Broiler Price (EU) 3m,0.001800174129687153
1m,∆ EURNOK 12m,0.0017958513789548174
1m,Smolt Release 16m Monthly,0.0017398186791699965
1m,FWD Curvature,0.0016458173837058804
1m,Smolt Release 15m Monthly,0.0015856074675378437
1m,Smolt Release 8m Monthly,0.001578395984559516
1m,Loss Rate 1m Monthly,0.0015400547333488837
1m,ISA Outbreak 1m,0.001437077731527725
1m,∆ Fishmeal 1m Monthly,0.0013691494162795124
1m,Brent FWD Curvature,0.001358519549245227
1m,Meat CPI (EU) Monthly,0.0012960834084182952
1m,YOY Avg Weight (KG) Monthly,0.0012667546350385323
1m,∆ Pig Price (EU) 2w,0.0012441218666422954
1m,∆ Salmon (NOK/KG) 3m,0.0011844863543137493
1m,Smolt Release 13m Monthly,0.0011639902000729378
1m,∆ Fishmeal 3m Monthly,0.001128256572985737
1m,Smolt Release 11m Monthly,0.0010816614606311754
1m,ISA Outbreak,0.0010595149860933243
1m,Sea Temp,0.0010158044228049461
1m,∆ Broiler Price (EU) 12m,0.0009819427882272256
1m,Smolt Release 12m Monthly,0.0009766850124253053
1m,∆ Shrimp Price (Global) 12m Monthly,0.0009375741812863606
1m,Soybean FWD Curvature,0.0009079994226409135
1m,Loss Rate 3m Monthly,0.000868700669714434
1m,∆ Salmon (NOK/KG) 12m,0.0008309377690601518
1m,Smolt Release 9m Monthly,0.0008233367393285988
1m,∆YOY Total Biomass Monthly,0.0007290058491073967
1m,∆ Pig Price (EU) 1w,0.0006939771056004545
1m,∆ Pig Price (EU),0.0006913438555069077
1m,FWD Slope,0.0006884178305059099
1m,∆ Pig Price (EU) 3m,0.0006871695214444269
1m,Lice Outbreak 1m,0.0006866498640137382
1m,∆ Salmon (NOK/KG) 6m,0.0006777069916828051
1m,Smolt Release 3m Monthly,0.0006370740839782789
1m,∆ Salmon (NOK/KG) 1w,0.0006174244068429535
1m,NIBOR 3m,0.0006068733991996801
1m,∆ Shrimp Price (Global) 6m Monthly,0.0006060503532008021
1m,Smolt Release 14m Monthly,0.0006036612531484743
1m,∆ Fishmeal 6m Monthly,0.0005885250837274332
1m,∆ Pig Price (EU) 12m,0.0005847076931859544
1m,∆ Broiler Price (EU) 6m,0.0005817053423078413
1m,∆ Salmon (NOK/KG) 2w,0.0005640079874922828
1m,Sea Temp 12m Avg,0.0005565882350717135
1m,RVol 13w,0.0005538202098667259
1m,∆ Pig Price (EU) 6m,0.0005484483235492837
1m,∆ Shrimp Price (Global) 3m Monthly,0.0005467037838472202
1m,∆ Spread (FP - SSB),0.0005201057794292298
1m,Smolt Release 18m Monthly,0.0005154017763790681
1m,∆ FWD 6m,0.0005069640656193472
1m,∆ EURNOK 3m,0.0004893310005478741
1m,∆ Chilean Exports 3m,0.00046984712739948724
1m,Brent FWD Slope,0.00046651922941636913
1m,Lice Outbreak,0.0004510480499236912
1m,∆ Broiler Price (EU) 2w,0.0004454847468822119
1m,Spread (FP - SSB),0.0004436927756751345
1m,Harvest Intensity 3m Monthly,0.00043641485771948635
1m,∆ Pig Price (EU) 1m,0.0004306523421943245
1m,∆ EURNOK 1m,0.00039198016523841925
1m,∆ EURNOK 1w,0.0003826163240326649
1m,Month_11,0.0003811258974937293
1m,∆ EURNOK 2w,0.00033571619982297746
1m,Month_08,0.0003333132379360825
1m,∆ Fishmeal 12m Monthly,0.0003219459923586144
1m,∆ EURNOK 6m,0.00030534604161287803
1m,∆ Broiler Price (EU) 1w,0.0003038579467190057
1m,∆ EURNOK,0.0003000112730160897
1m,CPI NO Monthly,0.00027942328137928223
1m,∆ Chilean Exports 2w,0.00027811188650119276
1m,Soybean FWD Slope,0.00027358420592743304
1m,Loss Rate 6m Monthly,0.00023745062491703625
1m,∆ Broiler Price (EU) 1m,0.00022508874226382625
1m,Smolt Release 2m Monthly,0.00022095825700405415
1m,∆ Chilean Exports 1m,0.00021845414833415876
1m,∆ Salmon (NOK/KG) 1m,0.00021799724862239545
1m,Smolt Release 7m Monthly,0.00020875653694009576
1m,RVol 52w,0.00015938926477416157
1m,∆ FWD 3m,0.00015906127979634945
1m,Smolt Release 17m Monthly,0.00013205983759624875
1m,∆ Export Volume 1m,0.00013133052536998182
1m,RVol 4w,0.00012606810576569233
1m,∆ Export Volume 2w,0.00012112208703473403
1m,∆ FWD 12m,9.958823207436258e-05
1m,Acc 1m,7.879375133729214e-05
1m,∆ Chilean Exports 1w,5.24210633375833e-05
1m,∆ Export Volume 1w,0.0
1m,Acc 1w,0.0
1m,Lice Outbreak 3m,0.0
1m,Month_01,0.0
1m,Month_03,0.0
1m,Month_02,0.0
1m,Month_04,0.0
1m,Month_05,0.0
1m,Month_07,0.0
1m,Month_06,0.0
1m,Month_09,0.0
1m,Month_10,0.0
