Horizon,Feature,Importance
1w,FWD 1m,0.025000157149554825
1w,∆ Broiler Price (EU) 2w,0.005386742757795224
1w,∆ FWD 1m,0.003739875145191258
1w,FWD 12m,0.0029548904516441374
1w,∆ Shrimp Price (Global) 1m Monthly,0.0019736972152187473
1w,∆ Total Biomass Monthly,0.001846844277776404
1w,∆ Export Volume 1m,0.0017574016690374012
1w,Harvest Intensity 1m Monthly,0.0016841258942185873
1w,Smolt Release 4m Monthly,0.0016074198473398648
1w,Smolt Release 14m Monthly,0.0015255383715450305
1w,∆ Salmon (NOK/KG) 2w,0.0014784996994374059
1w,Loss Rate 1m Monthly,0.0014636875323712916
1w,Smolt Release 10m Monthly,0.0014150736443864155
1w,FWD Slope,0.0011539534999284724
1w,RVol 52w,0.0011464486879441394
1w,Smolt Release 17m Monthly,0.001029908091583052
1w,∆ Broiler Price (EU) 1w,0.001026320908126866
1w,∆ EURNOK 1w,0.0009653932820920849
1w,FWD 6m,0.0008497988532061567
1w,Loss Rate 3m Monthly,0.0008315105098545491
1w,∆ Broiler Price (EU) 1m,0.0008285681478944899
1w,Smolt Release 12m Monthly,0.0008172643921398768
1w,∆ Fishmeal 6m Monthly,0.0007641329668086991
1w,∆ EURNOK,0.0007238337259628997
1w,Smolt Release 5m Monthly,0.0007116315952484787
1w,∆ Export Volume 1w,0.0007101639963023469
1w,Smolt Release 16m Monthly,0.0006571602085791849
1w,Lice Outbreak 1m,0.0006564467110562782
1w,Avg Weight (KG) Monthly,0.0006490437632282521
1w,∆ Salmon (NOK/KG) 3m,0.0006407227380731379
1w,∆ Pig Price (EU) 1w,0.0006401981305139557
1w,CPI NO Monthly,0.000632186294032344
1w,ISA Outbreak 3m,0.0006018648955120358
1w,∆ Pig Price (EU) 3m,0.0005893247235727517
1w,Sea Temp,0.0005574378015905813
1w,∆ Fishmeal 12m Monthly,0.0005562531404276106
1w,YOY Avg Weight (KG) Monthly,0.000543051853881348
1w,∆ FWD 3m,0.0005267388139634632
1w,∆ Fishmeal 3m Monthly,0.0004962748817281207
1w,FWD 3m,0.0004948931955583081
1w,Smolt Release 8m Monthly,0.00047648244771314956
1w,∆ FWD 6m,0.00046437935753160025
1w,Acc 1w,0.0004574044068146337
1w,Smolt Release 6m Monthly,0.00045672301056665646
1w,RVol 4w,0.0004376771507166289
1w,Soybean FWD Curvature,0.00042096048355341276
1w,Smolt Release 11m Monthly,0.0004140363167356643
1w,RVol 13w,0.0004126573451014421
1w,∆ Pig Price (EU) 6m,0.00040876598624291915
1w,∆ EURNOK 2w,0.00038702799996228183
1w,FWD Curvature,0.00037991215664567206
1w,Smolt Release 13m Monthly,0.0003773745577621439
1w,∆ FWD 12m,0.000355754433263423
1w,∆ Pig Price (EU) 2w,0.00035003604671813687
1w,∆ Chilean Exports 1m,0.00033755943131862564
1w,∆ Pig Price (EU) 1m,0.00033405267932363537
1w,Brent FWD Slope,0.00031401462341129
1w,∆ Salmon (NOK/KG) 6m,0.00031126176650600386
1w,Brent FWD Curvature,0.0002856927959905202
1w,Sea Temp 12m Avg,0.00024362265036950538
1w,∆ Salmon (NOK/KG) 12m,0.0002259454382009188
1w,Meat CPI (EU) Monthly,0.0002124475441779944
1w,∆ EURNOK 6m,0.00021239046554990079
1w,Smolt Release 3m Monthly,0.0002021731061215156
1w,∆ Salmon (NOK/KG) 1w,0.0001931688625292182
1w,Spread (FP - SSB),0.0001680775711367211
1w,∆ EURNOK 1m,0.00016443175164258691
1w,∆ EURNOK 3m,0.00015827790647558003
1w,∆ Broiler Price (EU) 12m,0.000156163988793222
1w,∆ Broiler Price (EU) 3m,0.0001454799506043224
1w,Smolt Release 15m Monthly,0.0001400202866054098
1w,ISA Outbreak 1m,0.00013947009559096387
1w,∆ Pig Price (EU) 12m,0.0001358236156698881
1w,Smolt Release 7m Monthly,0.0001301089946200399
1w,∆ Shrimp Price (Global) 12m Monthly,0.00012647812459000502
1w,Month_09,0.00011045798210793183
1w,∆ Chilean Exports 2w,9.950133798116552e-05
1w,ISA Outbreak,9.830064064058449e-05
1w,Acc 1m,8.481074792330987e-05
1w,∆ Chilean Exports 1w,8.437529877327483e-05
1w,∆ Export Volume 2w,7.775793630821395e-05
1w,Smolt Release 18m Monthly,7.70689236325295e-05
1w,Loss Rate 6m Monthly,7.538312029729317e-05
1w,Smolt Release 9m Monthly,3.8729251126628676e-05
1w,∆ Chilean Exports 3m,3.8410562639351206e-05
1w,∆ EURNOK 12m,3.4668131957167673e-05
1w,NIBOR 3m,2.8628194692113086e-05
1w,Soybean FWD Slope,2.4925655454456125e-05
1w,∆YOY Total Biomass Monthly,2.2843882821832166e-05
1w,∆ Salmon (NOK/KG) 1m,0.0
1w,Month_08,0.0
1w,Month_07,0.0
1w,Month_01,0.0
1w,Month_06,0.0
1w,Month_05,0.0
1w,Month_10,0.0
1w,Month_04,0.0
1w,Month_03,0.0
1w,Month_02,0.0
1w,∆ Broiler Price (EU) 6m,0.0
1w,∆ Spread (FP - SSB),0.0
1w,∆ Pig Price (EU),0.0
1w,Harvest Intensity 3m Monthly,0.0
1w,Smolt Release 2m Monthly,0.0
1w,∆ Fishmeal 1m Monthly,0.0
1w,Lice Outbreak,0.0
1w,Lice Outbreak 3m,0.0
1w,∆ Shrimp Price (Global) 3m Monthly,0.0
1w,∆ Shrimp Price (Global) 6m Monthly,0.0
1w,Month_11,0.0
